Time:128Hz,Epoch,F3,FC5,AF3,F7,T7,P7,O1,O2,P8,T8,F8,AF4,FC6,F4,TP9,TP10,Event Id,Event Date,Event Duration
8.3828125000,0,3037.8205566406,942.9487304688,1788.4615478516,2840.2563476563,7615.6411132813,5468.7177734375,6986.7949218750,8092.6923828125,4938.8461914063,3898.2050781250,1629.1025390625,1767.6922607422,1736.7949218750,8090.2563476563,6571.0258789063,4461.0258789063,,,
8.3906250000,0,6399.3588867188,2954.1025390625,6983.4614257813,6578.3334960938,7970.0000000000,3721.0256347656,1821.0256347656,6312.5639648438,200.8974304199,2878.9743652344,7942.1796875000,1388.0769042969,4405.8974609375,2842.5642089844,2726.9230957031,870.1281738281,,,
8.3984375000,0,465.3846130371,8019.7436523438,6135.3847656250,4596.4101562500,1704.6153564453,3557.8205566406,4966.7949218750,7898.4614257813,2286.9230957031,1994.3590087891,1485.8974609375,6182.6923828125,1253.0769042969,3146.0256347656,506.0256347656,1489.4871826172,,,
8.4062500000,0,4342.9487304688,4587.1796875000,4559.4873046875,6144.6152343750,952.6923217773,1746.0256347656,5653.9741210938,5915.3847656250,2010.8974609375,8364.8720703125,3370.0000000000,6417.6923828125,3526.0256347656,1843.8461914063,3779.6154785156,2076.1538085938,,,
8.4140625000,0,8017.1796875000,5511.7949218750,2103.5898437500,4873.4614257813,5488.0771484375,755.8973999023,2664.4870605469,8353.8457031250,7525.8974609375,7646.6665039063,8211.5380859375,3441.2819824219,2663.7180175781,4249.1025390625,6760.7690429688,1909.2307128906,,,
8.4218750000,0,0.1281961650,1698.7178955078,7465.8974609375,4568.9741210938,1550.1281738281,623.0769042969,6753.4614257813,7351.6665039063,5742.5639648438,2176.7949218750,6637.0512695313,8068.7177734375,3948.0769042969,5146.0258789063,5049.7436523438,6878.4614257813,,,
8.4296875000,0,2332.8205566406,49.7435798645,2598.8461914063,2049.3588867188,4443.9741210938,6795.2563476563,2153.2050781250,7099.1025390625,5888.5898437500,76.4102478027,2528.9743652344,6331.6665039063,6468.2050781250,548.5897216797,84.9999923706,3746.7949218750,,,
8.4375000000,0,2892.8205566406,4673.9741210938,3737.1794433594,4425.0000000000,7262.5639648438,6907.6923828125,1837.8205566406,2014.1025390625,4404.6152343750,1646.1538085938,4176.5385742188,8134.8715820313,1785.0000000000,6247.6923828125,5475.0000000000,3227.8205566406,,,
8.4453125000,0,5530.1284179688,7506.1538085938,3561.6667480469,7427.0512695313,3552.5642089844,2228.5898437500,6511.5385742188,6513.7177734375,6770.6411132813,6116.2822265625,5452.5639648438,5630.5126953125,1315.1281738281,5431.1538085938,337.4358825684,4358.2050781250,,,
8.4531250000,0,692.9487304688,7518.9746093750,2328.9743652344,6660.1284179688,1289.2307128906,1604.2307128906,4873.2050781250,8261.4101562500,358.7179260254,6553.7177734375,799.2307739258,2399.7436523438,7966.0258789063,607.1795043945,1306.7949218750,4977.6923828125,,,
8.4609375000,0,6509.2309570313,6904.1025390625,7827.5639648438,6041.4101562500,6768.4614257813,2916.5385742188,1004.2307739258,6248.8461914063,6227.0512695313,2591.7949218750,270.0000000000,610.5128173828,7885.5126953125,5870.5126953125,7750.6411132813,2756.0256347656,,,
8.4687500000,0,2276.2819824219,1476.5384521484,4593.4614257813,825.6409912109,5428.7177734375,3136.4101562500,7351.0258789063,321.1538391113,286.0256347656,8.9743499756,5908.3334960938,3230.6411132813,1371.1538085938,3498.3332519531,1162.1794433594,7255.1284179688,,,
8.4765625000,0,7038.3334960938,3338.9743652344,6696.9228515625,1464.1025390625,435.8974304199,1281.4102783203,5334.8715820313,5307.6923828125,6771.5385742188,8273.2050781250,2195.1281738281,7983.5898437500,2790.0000000000,2142.4357910156,4012.0512695313,7467.6923828125,,,
8.4843750000,0,1024.4871826172,982.8204956055,5784.4873046875,6752.4360351563,1992.0512695313,797.3076782227,6073.4614257813,8104.7436523438,2183.9743652344,3579.3588867188,3659.4870605469,919.7435913086,2939.8718261719,5370.7690429688,3010.0000000000,174.2307586670,,,
8.4921875000,0,4826.0258789063,7234.4873046875,5491.4101562500,7104.2309570313,3495.7692871094,8010.3847656250,5133.4614257813,6945.5126953125,8278.9746093750,6173.8461914063,5252.8203125000,5050.2563476563,196.1538391113,598.9743652344,4126.2822265625,3357.3076171875,,,
8.5000000000,0,611.0256347656,6397.3076171875,5697.1796875000,5947.9487304688,4117.3076171875,1015.1281738281,5648.0771484375,6728.7177734375,3875.0000000000,1286.6666259766,6394.6152343750,7121.2822265625,1720.2563476563,4423.8461914063,3620.2563476563,5002.1796875000,,,
8.5078125000,0,5122.4360351563,5637.6923828125,3187.4357910156,3213.9743652344,4700.3847656250,7245.1284179688,7048.2050781250,3303.7180175781,4892.3076171875,1263.5897216797,5985.2563476563,7961.1538085938,192.4358825684,6907.3076171875,1177.5640869141,1838.3333740234,,,
8.5156250000,0,4071.6667480469,72.6922988892,966.0256347656,6362.1796875000,8376.9228515625,3570.7692871094,1978.7178955078,3591.5385742188,1829.2307128906,7114.6152343750,2097.8205566406,5182.9487304688,2309.4870605469,640.7692260742,3212.9487304688,702.8204956055,,,
8.5234375000,0,2248.7180175781,7286.0258789063,3517.3076171875,2519.6154785156,3340.8974609375,3403.5898437500,7546.9228515625,7442.6923828125,8363.2050781250,1061.4102783203,7780.5126953125,3477.8205566406,7977.9487304688,396.1538391113,6472.5639648438,3632.6923828125,,,
8.5312500000,0,2649.6154785156,1496.1538085938,1931.1538085938,4717.5639648438,2436.1538085938,5719.6152343750,3183.5898437500,2979.7436523438,6307.6923828125,2210.3845214844,2500.1281738281,657.0512695313,83.2051162720,5554.2309570313,8232.1796875000,4168.4614257813,,,
8.5390625000,0,6823.2050781250,3477.0512695313,332.1794738770,7507.0512695313,3577.0512695313,2219.2307128906,4213.0771484375,5434.8715820313,1010.1281738281,819.1025390625,7173.7177734375,499.4871826172,3689.4870605469,5358.9741210938,1590.2563476563,7312.8203125000,,,
8.5468750000,0,1683.5897216797,529.3589477539,4039.6154785156,8372.9482421875,2080.8974609375,1765.2563476563,685.8973999023,7622.0512695313,3237.6923828125,4247.0512695313,7750.1284179688,8334.7431640625,6890.0000000000,4520.5126953125,4601.6665039063,3083.4614257813,,,
8.5546875000,0,8281.5380859375,1537.6922607422,4635.0000000000,2095.2563476563,3032.5642089844,8308.7177734375,2965.0000000000,358.4615173340,1862.4359130859,1176.2821044922,3826.7949218750,2456.7949218750,4647.8203125000,1092.9487304688,7551.0258789063,537.9487304688,,,
8.5625000000,0,7858.2050781250,4410.7690429688,3338.8461914063,1631.4102783203,5400.1284179688,885.1281738281,7186.7949218750,2317.9487304688,6354.1025390625,7619.2309570313,7094.1025390625,4181.6665039063,978.9743652344,6855.5126953125,4138.9741210938,6648.3334960938,,,
8.5703125000,0,7876.5385742188,3248.4614257813,1765.8974609375,3482.4357910156,7030.0000000000,4238.2050781250,6165.5126953125,1587.6922607422,1492.0512695313,6018.4614257813,3619.1025390625,7203.2050781250,7472.6923828125,5942.0512695313,7671.6665039063,744.3589477539,,,
8.5781250000,0,6694.6152343750,545.3845825195,7622.3076171875,106.6666564941,533.9743652344,3987.5642089844,4438.7177734375,4886.9228515625,6260.7690429688,157.6923065186,1733.3333740234,4515.8974609375,7556.5385742188,7865.8974609375,502.1794738770,468.7179260254,,,
8.5859375000,0,229.8717803955,3586.0256347656,49.3589668274,3957.0512695313,6526.0258789063,5391.7949218750,2541.7949218750,5187.3076171875,4983.4614257813,4628.4614257813,4888.4614257813,2899.2307128906,517.4359130859,2143.9743652344,486.2820434570,491.6666564941,,,
8.5937500000,0,6673.8461914063,3192.3076171875,1660.7691650391,6716.9228515625,5502.8203125000,7079.1025390625,7583.0771484375,6138.2050781250,1168.4615478516,4925.8974609375,5337.8203125000,2368.7180175781,3022.9487304688,7783.5898437500,1930.3846435547,4392.9487304688,,,
8.6015625000,0,594.7435913086,3464.7436523438,1545.2563476563,2688.9743652344,5067.6923828125,3329.4870605469,2393.5898437500,6420.1284179688,5343.5898437500,974.6153564453,6926.5385742188,2816.4101562500,6697.3076171875,288.5897216797,2526.7949218750,4535.5126953125,,,
8.6093750000,0,4355.0000000000,5312.5639648438,3790.1281738281,7255.1284179688,1307.9487304688,2444.1025390625,1530.6409912109,6731.2822265625,158.0769195557,666.4102783203,1767.5640869141,8354.7431640625,2590.8974609375,8399.4873046875,7929.6152343750,8351.5380859375,,,
8.6171875000,0,4083.4614257813,182.9487152100,7638.2050781250,5582.5639648438,7478.3334960938,1537.3077392578,2384.1025390625,3741.1538085938,4074.1025390625,6623.5898437500,3070.5129394531,1916.6666259766,1739.3590087891,6594.6152343750,65.7692184448,4893.3334960938,,,
8.6250000000,0,3804.7436523438,2194.7436523438,3701.5385742188,7000.0000000000,3752.5642089844,5538.7177734375,6348.2050781250,2737.3076171875,5573.4614257813,3249.6154785156,574.4871826172,6351.0258789063,828.7179565430,5620.8974609375,6643.2050781250,971.6666870117,,,
8.6328125000,0,2217.6923828125,7457.5639648438,4136.4101562500,396.7948608398,4127.6923828125,225.2564086914,5123.5898437500,6534.2309570313,8306.5380859375,5032.9487304688,3704.4870605469,5161.4101562500,5642.3076171875,5599.7436523438,2835.5129394531,1115.2563476563,,,
8.6406250000,0,1560.3846435547,4371.0258789063,6556.4101562500,6084.1025390625,2002.9487304688,2130.0000000000,863.4615478516,2064.4870605469,1521.6666259766,6867.5639648438,2952.1794433594,7721.6665039063,4173.9741210938,4562.5639648438,4167.4360351563,1810.3846435547,,,
8.6484375000,0,6295.3847656250,3772.9487304688,8212.1796875000,1519.7435302734,5424.1025390625,7042.3076171875,5981.1538085938,4677.1796875000,4409.6152343750,3832.6923828125,3384.3588867188,5675.2563476563,2524.2307128906,6151.4101562500,1765.1281738281,1317.5640869141,,,
8.6562500000,0,3383.7180175781,4346.5385742188,5645.3847656250,6078.4614257813,6142.3076171875,2990.3845214844,2038.9743652344,4568.7177734375,1141.5384521484,7398.3334960938,1759.1025390625,4734.1025390625,1315.1281738281,7446.2822265625,287.5640869141,7076.4101562500,,,
8.6640625000,0,2125.0000000000,1637.4359130859,6505.3847656250,6240.8974609375,1817.9487304688,2351.6667480469,2818.7180175781,5589.3588867188,3385.0000000000,4137.3076171875,6620.1284179688,1036.1538085938,6736.4101562500,816.7948608398,571.1538085938,7563.3334960938,,,
8.6718750000,0,8253.8457031250,6200.8974609375,4462.3076171875,6281.5385742188,4724.8715820313,7656.7949218750,2692.4357910156,7091.2822265625,5801.7949218750,391.2820434570,6683.8461914063,1165.3846435547,940.3845825195,5307.0512695313,6805.5126953125,908.0769042969,,,
8.6796875000,0,5318.4614257813,7790.0000000000,6999.3588867188,1325.7691650391,6383.4614257813,7001.7949218750,7122.0512695313,7986.4101562500,958.2051391602,8140.3847656250,4114.6152343750,4396.5385742188,143.0769195557,1850.8974609375,210.8974304199,572.5640869141,,,
8.6875000000,0,7077.0512695313,5477.4360351563,1094.7435302734,4042.4357910156,4013.9743652344,60.8974266052,1019.6153564453,5577.3076171875,5733.7177734375,1521.1538085938,5572.4360351563,4490.7690429688,1935.5128173828,5369.8715820313,4660.0000000000,1577.3077392578,,,
8.6953125000,0,3745.2563476563,5219.4873046875,518.2051391602,6877.4360351563,348.7179260254,611.1538085938,6800.1284179688,2671.7949218750,3663.2050781250,3775.1281738281,6472.8203125000,7595.7690429688,133.7179412842,3969.8718261719,7923.7177734375,1167.5640869141,,,
8.7031250000,0,6388.2050781250,369.1025695801,3797.4357910156,4209.6152343750,2723.3332519531,2268.2050781250,8157.9487304688,409.2307739258,6451.6665039063,6862.3076171875,1269.6153564453,3175.3845214844,8293.3330078125,1094.2307128906,70.3846054077,6048.7177734375,,,
8.7109375000,0,7434.3588867188,4371.9228515625,2457.5642089844,4674.2309570313,3936.6667480469,7040.5126953125,3407.9487304688,8393.8457031250,6308.8461914063,3450.8974609375,3306.9230957031,1681.6666259766,2189.4870605469,2603.3332519531,6818.7177734375,504.8717956543,,,
8.7187500000,0,2642.5642089844,3841.0256347656,753.3333129883,1374.7435302734,3020.8974609375,4364.8715820313,6843.7177734375,5312.0512695313,1829.2307128906,5412.1796875000,5492.3076171875,4103.2050781250,8171.7949218750,7410.7690429688,4975.1284179688,3000.1281738281,,,
8.7265625000,0,4950.0000000000,2661.2819824219,3960.2563476563,3582.3076171875,5479.3588867188,6621.5385742188,4491.6665039063,2816.6667480469,6779.8715820313,1616.2821044922,8340.5126953125,6237.0512695313,6591.1538085938,2861.9230957031,4076.2819824219,3921.2819824219,,,
8.7343750000,0,5690.3847656250,1100.8974609375,1570.2563476563,340.0000000000,4840.5126953125,3350.6411132813,5135.8974609375,6873.9741210938,2639.8718261719,1532.0512695313,4365.2563476563,3014.7436523438,7417.3076171875,7466.5385742188,5652.0512695313,4917.0512695313,,,
8.7421875000,0,552.0512695313,1604.8718261719,5818.2050781250,2834.7436523438,2945.6411132813,8191.9228515625,8007.5639648438,2748.9743652344,6614.4873046875,2441.4101562500,3148.5898437500,7516.9228515625,2590.8974609375,5152.6923828125,5959.1025390625,4998.8461914063,,,
8.7500000000,0,907.3076782227,2030.5128173828,1356.1538085938,4886.9228515625,5941.1538085938,6301.0258789063,2028.4615478516,2943.4614257813,1484.8718261719,3977.9487304688,2839.2307128906,6345.8974609375,7246.2822265625,3887.4357910156,7008.0771484375,863.5897216797,,,
8.7578125000,0,6612.0512695313,2490.5126953125,1685.6409912109,3082.3076171875,378.0769042969,5246.4101562500,7605.2563476563,7603.7177734375,634.6153564453,7588.3334960938,3149.8718261719,7029.1025390625,102.3076858521,3458.7180175781,3999.2307128906,6583.2050781250,,,
8.7656250000,0,4359.3588867188,1004.3589477539,7562.5639648438,3823.7180175781,1187.1794433594,4550.6411132813,4010.6411132813,4374.2309570313,6554.7436523438,7103.9741210938,2152.6923828125,1798.3333740234,3805.0000000000,6209.7436523438,7927.8203125000,5597.4360351563,,,
8.7734375000,0,2698.2050781250,4853.8461914063,97.5640945435,2614.2307128906,402.9486999512,3774.6154785156,8015.2563476563,4657.4360351563,4185.8974609375,6504.2309570313,5898.7177734375,7470.0000000000,8045.8974609375,2742.9487304688,5277.1796875000,7704.7436523438,,,
