Time:256Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Event Id,Event Date,Event Duration
12.1250000000,0,1.2116193771,1.5382575989,2.2960259914,0.9141095877,,,
12.1289062500,0,1.3649973869,1.6455397606,1.6073914766,0.0499252044,,,
12.1328125000,0,1.4624156952,1.4895825386,0.6934350133,-0.2715606391,,,
12.1367187500,0,1.4949092865,1.1433337927,0.0202615466,0.4281039238,,,
12.1406250000,0,1.4580247402,0.7317712903,-0.0930972695,1.5852687359,,,
12.1445312500,0,1.3521374464,0.3974106014,0.3360213935,2.1629998684,,,
12.1484375000,0,1.1824326515,0.2610058188,0.9660148621,1.7032912970,,,
12.1523437500,0,0.9585513473,0.3882182837,1.3372349739,0.7884391546,,,
12.1562500000,0,0.6939247251,0.7713898420,1.1488139629,0.4406796694,,,
12.1601562500,0,0.4048447013,1.3314180374,0.4403091967,1.0733793974,,,
12.1640625000,0,0.1093348712,1.9392213821,-0.4306237996,2.0649752617,,,
12.1679687500,0,-0.1740995049,2.4509139061,-1.0011911392,2.3908979893,,,
12.1718750000,0,-0.4277551472,2.7470500469,-0.9795637727,1.6682907343,,,
12.1757812500,0,-0.6359585524,2.7651867867,-0.4188255370,0.5467607379,,,
12.1796875000,0,-0.7861524820,2.5168383121,0.3153728247,0.0461575910,,,
12.1835937500,0,-0.8697652221,2.0841810703,0.7640744448,0.5175863504,,,
12.1875000000,0,-0.8828020096,1.5974096060,0.6499014497,1.2885531187,,,
12.1914062500,0,-0.8261177540,1.1989538670,0.0429728627,1.3544832468,,,
12.1953125000,0,-0.7053513527,1.0043637753,-0.6814849377,0.4102931619,,,
12.1992187500,0,-0.5305271745,1.0705832243,-1.0684455633,-0.8315908313,,,
12.2031250000,0,-0.3153502345,1.3803080320,-0.8563870788,-1.3617430925,,,
12.2070312500,0,-0.0762455687,1.8467168808,-0.1349315494,-0.8972645998,,,
12.2109375000,0,0.1687921137,2.3372769356,0.7075925469,-0.1633914858,,,
12.2148437500,0,0.4014579058,2.7101006508,1.2152935266,-0.1458733231,,,
12.2187500000,0,0.6044175625,2.8528900146,1.1361961365,-1.0778158903,,,
12.2226562500,0,0.7625204325,2.7137908936,0.5715369582,-2.1958189011,,,
12.2265625000,0,0.8638596535,2.3157060146,-0.0864802077,-2.5146381855,,,
12.2304687500,0,0.9006060362,1.7501373291,-0.3911668956,-1.8294812441,,,
12.2343750000,0,0.8695573807,1.1522474289,-0.1104361787,-0.9225608110,,,
12.2382812500,0,0.7723643184,0.6639740467,0.6326601505,-0.7630622983,,,
12.2421875000,0,0.6154181361,0.3953026235,1.4321260452,-1.5175321102,,,
12.2460937500,0,0.4094070196,0.3943127990,1.8407522440,-2.3812303543,,,
12.2500000000,0,0.1685728133,0.6342037916,1.6366748810,-2.4026060104,,,
12.2539062500,0,-0.0902805626,1.0208542347,0.9551825523,-1.4588611126,,,
12.2578125000,0,-0.3489578068,1.4188424349,0.2068750709,-0.3862443268,,,
12.2617187500,0,-0.5891401172,1.6887927055,-0.1688048244,-0.1318330765,,,
12.2656250000,0,-0.7936620712,1.7258114815,0.0329238065,-0.7927628160,,,
12.2695312500,0,-0.9477085471,1.4884767532,0.6594247222,-1.5237683058,,,
12.2734375000,0,-1.0398480892,1.0104317665,1.2921441793,-1.4072023630,,,
12.2773437500,0,-1.0628303289,0.3914057314,1.4975785017,-0.3968424797,,,
12.2812500000,0,-1.0140928030,-0.2298808694,1.0874339342,0.6285465956,,,
12.2851562500,0,-0.8959408402,-0.7135030031,0.2321943492,0.7568279505,,,
12.2890625000,0,-0.7153881192,-0.9564550519,-0.6399184465,-0.0309909973,,,
12.2929687500,0,-0.4836698472,-0.9206652045,-1.0981141329,-0.8452846408,,,
12.2968750000,0,-0.2154615074,-0.6432254910,-0.9655705094,-0.7990369201,,,
12.3007812500,0,0.0721419901,-0.2260339856,-0.4237617850,0.0848443955,,,
12.3046875000,0,0.3608153760,0.1923092306,0.0978590325,0.8966988325,,,
12.3085937500,0,0.6322776675,0.4746487737,0.1807364523,0.7701122761,,,
12.3125000000,0,0.8695632219,0.5230069757,-0.3303924203,-0.2309822589,,,
12.3164062500,0,1.0582010746,0.3055605590,-1.2327443361,-1.1740708351,,,
12.3203125000,0,1.1872199774,-0.1345336437,-2.0851480961,-1.2057532072,,,
12.3242187500,0,1.2499084473,-0.6908837557,-2.4705042839,-0.4177860022,,,
12.3281250000,0,1.2442787886,-1.2229602337,-2.2439281940,0.2526908219,,,
12.3320312500,0,1.1731998920,-1.5945715904,-1.6180329323,-0.0133696375,,,
12.3359375000,0,1.0441923141,-1.7111731768,-1.0343129635,-1.0738607645,,,
12.3398437500,0,0.8688985705,-1.5457843542,-0.8976716995,-1.9640350342,,,
12.3437500000,0,0.6622647643,-1.1464112997,-1.3330638409,-1.8753982782,,,
12.3476562500,0,0.4414930642,-0.6229389310,-2.1099886894,-0.9756128192,,,
12.3515625000,0,0.2248355448,-0.1170858890,-2.7800562382,-0.2323721796,,,
12.3554687500,0,0.0303152427,0.2363445908,-2.9452664852,-0.4212923050,,,
12.3593750000,0,-0.1255373061,0.3462990522,-2.4963698387,-1.3310812712,,,
12.3632812500,0,-0.2288434654,0.1902990341,-1.6785867214,-1.9777553082,,,
12.3671875000,0,-0.2693511844,-0.1795454025,-0.9453295469,-1.6092185974,,,
12.3710937500,0,-0.2411568761,-0.6509804130,-0.6874998212,-0.4743844867,,,
12.3750000000,0,-0.1431241781,-1.0825507641,-1.0004326105,0.4285916984,,,
12.3789062500,0,0.0210295636,-1.3425582647,-1.6280100346,0.3679497838,,,
12.3828125000,0,0.2429852486,-1.3453564644,-2.1173834801,-0.3791786730,,,
12.3867187500,0,0.5103948116,-1.0750328302,-2.0916333199,-0.8154627085,,,
12.3906250000,0,0.8077349067,-0.5899854302,-1.4770784378,-0.2482518554,,,
12.3945312500,0,1.1173819304,-0.0071380837,-0.5490957499,0.9961551428,,,
12.3984375000,0,1.4208335876,0.5298820734,0.2310176045,1.8984845877,,,
12.4023437500,0,1.6999915838,0.8898856044,0.4904962182,1.7800874710,,,
12.4062500000,0,1.9384164810,0.9898545742,0.1665766835,0.9889455438,,,
12.4101562500,0,2.1224665642,0.8174778223,-0.4575866461,0.5378053188,,,
12.4140625000,0,2.2422418594,0.4343141317,-0.9240314960,1.0641975403,,,
12.4179687500,0,2.2922668457,-0.0412825160,-0.8756371737,2.1745381355,,,
12.4218750000,0,2.2718658447,-0.4667932987,-0.2712368965,2.8422639370,,,
12.4257812500,0,2.1852030754,-0.7147757411,0.5886341333,2.4535732269,,,
12.4296875000,0,2.0409841537,-0.7079595327,1.2407932281,1.4329814911,,,
12.4335937500,0,1.8518437147,-0.4405760467,1.3360744715,0.8099389672,,,
12.4375000000,0,1.6334573030,0.0199251845,0.8479589224,1.1690522432,,,
12.4414062500,0,1.4034410715,0.5512451530,0.0882593319,2.0558505058,,,
12.4453125000,0,1.1801180840,1.0096557140,-0.4795287251,2.4448018074,,,
12.4492187500,0,0.9812338948,1.2693135738,-0.5174546838,1.7915091515,,,
12.4531250000,0,0.8227136135,1.2566934824,-0.0149329631,0.5944344997,,,
12.4570312500,0,0.7175455689,0.9707041383,0.7056744099,-0.1076776907,,,
12.4609375000,0,0.6748700738,0.4829743803,1.1830374002,0.2102982104,,,
12.4648437500,0,0.6993373036,-0.0817688555,1.0942320824,1.0305981636,,,
12.4687500000,0,0.7907778621,-0.5798530579,0.4494019747,1.3281462193,,,
12.4726562500,0,0.9442101121,-0.8879829645,-0.4128771424,0.6238149405,,,
12.4765625000,0,1.1501832008,-0.9369571805,-1.0267846584,-0.5204204917,,,
12.4804687500,0,1.3954323530,-0.7305381894,-1.0765656233,-1.0702838898,,,
12.4843750000,0,1.6637996435,-0.3443053067,-0.5839561224,-0.5712966919,,,
12.4882812500,0,1.9373581409,0.0951945260,0.1064646244,0.3900465667,,,
12.4921875000,0,2.1976580620,0.4452823400,0.5351883173,0.7868613601,,,
12.4960937500,0,2.4270117283,0.5864205956,0.4044332504,0.2008625716,,,
12.5000000000,0,2.6097233295,0.4551593959,-0.2421426177,-0.7514377236,,,
12.5039062500,0,2.7331826687,0.0617237054,-1.0443075895,-1.0505017042,,,
12.5078125000,0,2.7887415886,-0.5125794411,-1.5398396254,-0.3182735145,,,
12.5117187500,0,2.7723171711,-1.1374257803,-1.4403685331,0.7913240790,,,
12.5156250000,0,2.6846742630,-1.6689655781,-0.8033327460,1.2548394203,,,
12.5195312500,0,2.5313718319,-1.9890158176,0.0028933433,0.7184209228,,,
12.5234375000,0,2.3223755360,-2.0372149944,0.5198100209,-0.1472672820,,,
12.5273437500,0,2.0713627338,-1.8273299932,0.4733216166,-0.3385232985,,,
12.5312500000,0,1.7947688103,-1.4432457685,-0.0623947047,0.4498874843,,,
12.5351562500,0,1.5106422901,-1.0157428980,-0.7097946405,1.5067907572,,,
12.5390625000,0,1.2373876572,-0.6864258051,-1.0147508383,1.8251360655,,,
12.5429687500,0,0.9924830794,-0.5686927438,-0.7194117308,1.1254429817,,,
12.5468750000,0,0.7912637591,-0.7164450884,0.0822608769,0.1372425407,,,
12.5507812500,0,0.6458550096,-1.1091146469,0.9994269609,-0.1487245560,,,
12.5546875000,0,0.5643290877,-1.6571129560,1.5769110918,0.5061892271,,,
12.5585937500,0,0.5501453280,-2.2262129784,1.5661433935,1.3445559740,,,
12.5625000000,0,0.6019124389,-2.6741800308,1.0723023415,1.3873779774,,,
12.5664062500,0,0.7134889364,-2.8896167278,0.4895913899,0.4361544847,,,
12.5703125000,0,0.8744153976,-2.8223738670,0.2634358704,-0.7208406329,,,
12.5742187500,0,1.0706481934,-2.4971964359,0.6220267415,-1.1088367701,,,
12.5781250000,0,1.2855434418,-2.0068633556,1.4379854202,-0.5563449860,,,
12.5820312500,0,1.5010221004,-1.4867057800,2.3030157089,0.1360932887,,,
12.5859375000,0,1.6988366842,-1.0774812698,2.7708761692,0.0202823114,,,
12.5898437500,0,1.8618481159,-0.8867877126,2.6232223511,-1.0241962671,,,
12.5937500000,0,1.9752272367,-0.9595860243,1.9991686344,-2.1598286629,,,
12.5976562500,0,2.0274949074,-1.2659126520,1.3110189438,-2.4394583702,,,
12.6015625000,0,2.0113279819,-1.7091501951,0.9966426492,-1.7670220137,,,
12.6054687500,0,1.9240771532,-2.1525871754,1.2567778826,-0.9898963571,,,
12.6093750000,0,1.7679578066,-2.4569876194,1.9345684052,-1.0287569761,,,
12.6132812500,0,1.5499024391,-2.5188741684,2.6094644070,-1.9336816072,,,
12.6171875000,0,1.2810841799,-2.2990283966,2.8492677212,-2.8305048943,,,
12.6210937500,0,0.9761450887,-1.8333997726,2.4693980217,-2.8122944832,,,
12.6250000000,0,0.6521816850,-1.2234288454,1.6441340446,-1.8656421900,,,
12.6289062500,0,0.3275608718,-0.6084368229,0.8032086492,-0.8858692646,,,
12.6328125000,0,0.0206463356,-0.1276468337,0.3756501973,-0.7655562162,,,
12.6367187500,0,-0.2514743805,0.1177563444,0.5342291594,-1.4870594740,,,
12.6406250000,0,-0.4741737545,0.0921317190,1.0934951305,-2.1455562115,,,
12.6445312500,0,-0.6362964511,-0.1650837660,1.6224268675,-1.8789012432,,,
12.6484375000,0,-0.7309296131,-0.5504233837,1.7042127848,-0.7545428276,,,
12.6523437500,0,-0.7558768988,-0.9249908328,1.1875791550,0.2924284339,,,
12.6562500000,0,-0.7138039470,-1.1527719498,0.2791467905,0.4070871770,,,
12.6601562500,0,-0.6120445132,-1.1381559372,-0.5785204172,-0.3192745745,,,
12.6640625000,0,-0.4620814323,-0.8523793817,-0.9701910615,-0.9489809275,,,
12.6679687500,0,-0.2787380219,-0.3416454494,-0.7549604774,-0.6615071893,,,
12.6718750000,0,-0.0791367218,0.2853114009,-0.1491061598,0.4034284055,,,
12.6757812500,0,0.1185025871,0.8868071437,0.4047764540,1.2843370438,,,
12.6796875000,0,0.2961405516,1.3268320560,0.5039736032,1.1767401695,,,
12.6835937500,0,0.4371838272,1.5121322870,0.0277757421,0.2528665960,,,
12.6875000000,0,0.5276493430,1.4175879955,-0.7894707322,-0.5147228837,,,
12.6914062500,0,0.5571467280,1.0929348469,-1.4981373549,-0.3454646766,,,
12.6953125000,0,0.5196096897,0.6489865184,-1.7022316456,0.5542171001,,,
12.6992187500,0,0.4137259722,0.2271378338,-1.2964470387,1.2049891949,,,
12.7031250000,0,0.2430355102,-0.0394943208,-0.5294073224,0.8590158224,,,
12.7070312500,0,0.0156899747,-0.0626401380,0.1447681189,-0.2311421335,,,
12.7109375000,0,-0.2561094761,0.1768670231,0.3377111554,-1.0645128489,,,
12.7148437500,0,-0.5569569468,0.6237956285,-0.0415324196,-0.9074932933,,,
12.7187500000,0,-0.8693103790,1.1636338234,-0.7331153154,-0.0363904014,,,
12.7226562500,0,-1.1747094393,1.6539765596,-1.2832194567,0.5512807369,,,
12.7265625000,0,-1.4550572634,1.9635801315,-1.3171722889,0.1616765410,,,
12.7304687500,0,-1.6938780546,2.0083799362,-0.7652888894,-0.8811308146,,,
12.7343750000,0,-1.8774607182,1.7745981216,0.0938213542,-1.5611274242,,,
12.7382812500,0,-1.9958108664,1.3226108551,0.7984452248,-1.2038710117,,,
12.7421875000,0,-2.0433437824,0.7705098391,0.9785809517,-0.1623123437,,,
12.7460937500,0,-2.0192699432,0.2618659437,0.5758643150,0.5452938080,,,
12.7500000000,0,-1.9276473522,-0.0734733939,-0.1230424270,0.2755642831,,,
12.7539062500,0,-1.7770940065,-0.1548092961,-0.6595573425,-0.5839655995,,,
12.7578125000,0,-1.5801858902,0.0274680629,-0.6790993810,-1.0128309727,,,
12.7617187500,0,-1.3525766134,0.4094350040,-0.1445832700,-0.4031764567,,,
12.7656250000,0,-1.1119039059,0.8713542819,0.6403697729,0.8149436116,,,
12.7695312500,0,-0.8765582442,1.2707005739,1.2124254704,1.6071975231,,,
12.7734375000,0,-0.6643990874,1.4814387560,1.2253799438,1.3849277496,,,
12.7773437500,0,-0.4915082753,1.4287874699,0.6571037769,0.5994703174,,,
12.7812500000,0,-0.3710681796,1.1099383831,-0.1773157269,0.2741879821,,,
12.7851562500,0,-0.3124420345,0.5950502157,-0.8140988946,0.9523425698,,,
12.7890625000,0,-0.3205213547,0.0082434062,-0.9180861712,2.1354608536,,,
12.7929687500,0,-0.3953850865,-0.5061982870,-0.4828010201,2.7859628201,,,
12.7968750000,0,-0.5322950482,-0.8231580853,0.1665144414,2.3810181618,,,
12.8007812500,0,-0.7220274210,-0.8707712889,0.5686924458,1.4416753054,,,
12.8046875000,0,-0.9515176415,-0.6499253511,0.4040065110,0.9971078038,,,
12.8085937500,0,-1.2047731876,-0.2338322997,-0.3129888177,1.5312049389,,,
12.8125000000,0,-1.4639911652,0.2522071004,-1.2406389713,2.4873027802,,,
12.8164062500,0,-1.7108019590,0.6653003693,-1.9131227732,2.8368482590,,,
12.8203125000,0,-1.9275536537,0.8842649460,-2.0176625252,2.1312885284,,,
12.8242187500,0,-2.0985457897,0.8429619670,-1.5800635815,0.9629793167,,,
12.8281250000,0,-2.2111275196,0.5485249758,-0.9475250840,0.3643417656,,,
12.8320312500,0,-2.2565844059,0.0794867724,-0.5790495276,0.7586850524,,,
12.8359375000,0,-2.2307496071,-0.4356828332,-0.7689811587,1.5338945389,,,
12.8398437500,0,-2.1342988014,-0.8537473083,-1.4692417383,1.6741046906,,,
12.8437500000,0,-1.9727082253,-1.0559424162,-2.3167328835,0.8040781617,,,
12.8476562500,0,-1.7558773756,-0.9805307984,-2.8495275974,-0.4204464555,,,
12.8515625000,0,-1.4974440336,-0.6397486925,-2.7824263573,-0.9753040671,,,
12.8554687500,0,-1.2138389349,-0.1165010333,-2.1769118309,-0.5070304871,,,
12.8593750000,0,-0.9231450558,0.4582900107,-1.4037519693,0.3123147488,,,
12.8632812500,0,-0.6438432336,0.9414759874,-0.9206582904,0.4767450392,,,
12.8671875000,0,-0.3935290575,1.2168035507,-0.9981376529,-0.3220572472,,,
12.8710937500,0,-0.1876923293,1.2266458273,-1.5576863289,-1.3767261505,,,
12.8750000000,0,-0.0386432745,0.9876480103,-2.2192087173,-1.6846309900,,,
12.8789062500,0,0.0453392826,0.5860006809,-2.5292606354,-0.9711220860,,,
12.8828125000,0,0.0605784692,0.1536374688,-2.2334389687,0.0292877220,,,
12.8867187500,0,0.0082489597,-0.1681169719,-1.4298065901,0.3209764957,,,
12.8906250000,0,-0.1057119146,-0.2674849033,-0.5114631057,-0.3393004835,,,
12.8945312500,0,-0.2710252404,-0.0930851623,0.0673758388,-1.1982992887,,,
12.8984375000,0,-0.4737943709,0.3317623734,0.0617583804,-1.2806602716,,,
12.9023437500,0,-0.6974812150,0.9151997566,-0.4190265536,-0.3907999396,,,
12.9062500000,0,-0.9240666032,1.5217746496,-0.9786472917,0.6810033917,,,
12.9101562500,0,-1.1353142262,2.0093302727,-1.1728318930,0.9590236545,,,
12.9140625000,0,-1.3140491247,2.2677335739,-0.7771738172,0.2718989849,,,
12.9179687500,0,-1.4453632832,2.2488298416,0.0767470971,-0.5786678791,,,
12.9218750000,0,-1.5176615715,1.9794154167,0.9784669280,-0.6423493624,,,
12.9257812500,0,-1.5234779119,1.5536752939,1.4828312397,0.2043393105,,,
12.9296875000,0,-1.4600031376,1.1071619987,1.3750972748,1.1278531551,,,
12.9335937500,0,-1.3292872906,0.7794463634,0.7982404828,1.1858140230,,,
12.9375000000,0,-1.1381040812,0.6756808162,0.1662634611,0.2875612974,,,
12.9414062500,0,-0.8974850178,0.8376102448,-0.0845635086,-0.7137520313,,,
12.9453125000,0,-0.6219569445,1.2319768667,0.2424326837,-0.8915357590,,,
12.9492187500,0,-0.3285354674,1.7594990730,0.9861649275,-0.1898369044,,,
12.9531250000,0,-0.0355446301,2.2819645405,1.7240822315,0.5228723884,,,
12.9570312500,0,0.2386545539,2.6600124836,2.0252695084,0.3450038135,,,
12.9609375000,0,0.4769386351,2.7912533283,1.7087994814,-0.7320745587,,,
12.9648437500,0,0.6646099687,2.6382753849,0.9526388645,-1.8090692759,,,
12.9687500000,0,0.7904161215,2.2388670444,0.1878850162,-1.9904042482,,,
12.9726562500,0,0.8473292589,1.6956506968,-0.1583575010,-1.2917793989,,,
12.9765625000,0,0.8330311775,1.1479713917,0.0824733898,-0.6171327829,,,
12.9804687500,0,0.7500700951,0.7337429523,0.7208088636,-0.8287857771,,,
12.9843750000,0,0.6056784391,0.5517084599,1.3239232302,-1.8605579138,,,
12.9882812500,0,0.4112642705,0.6344597936,1.4765956402,-2.7797381878,,,
12.9921875000,0,0.1816118360,0.9396071434,1.0313531160,-2.7348380089,,,
12.9960937500,0,-0.0661530867,1.3615200520,0.1984214336,-1.8214871883,,,
13.0000000000,0,-0.3137608171,1.7604200840,-0.5785083175,-0.9823842645,,,
13.0039062500,0,-0.5430747271,2.0008502007,-0.8863482475,-1.0435602665,,,
13.0078125000,0,-0.7373587489,1.9889773130,-0.5884370208,-1.8711334467,,,
13.0117187500,0,-0.8824468851,1.6985014677,0.0950386375,-2.5096416473,,,
13.0156250000,0,-0.9677328467,1.1780703068,0.7201473117,-2.1606392860,,,
13.0195312500,0,-0.9869117141,0.5381636620,0.8861166239,-1.0021450520,,,
13.0234375000,0,-0.9384207129,-0.0789574161,0.4762020707,-0.0120075187,,,
13.0273437500,0,-0.8255493045,-0.5380051136,-0.2717220485,0.0246248282,,,
13.0312500000,0,-0.6562106609,-0.7475020885,-0.9071313739,-0.6895971298,,,
13.0351562500,0,-0.4423896670,-0.6846076846,-1.0363855362,-1.1782438755,,,
13.0390625000,0,-0.1993077695,-0.4011322558,-0.5584455729,-0.6954460144,,,
13.0429687500,0,0.0556393377,-0.0090920171,0.2743625045,0.5053033829,,,
13.0468750000,0,0.3040952384,0.3502333164,1.0069267750,1.4232099056,,,
13.0507812500,0,0.5280240178,0.5452583432,1.2531195879,1.3259472847,,,
13.0546875000,0,0.7109693885,0.4903852344,0.9260476232,0.4920846522,,,
13.0585937500,0,0.8392041326,0.1696844399,0.2889375687,-0.0777823925,,,
13.0625000000,0,0.9026890993,-0.3585301638,-0.2037889957,0.3139390349,,,
13.0664062500,0,0.8957762718,-0.9774869680,-0.1800653487,1.3474814892,,,
13.0703125000,0,0.8176048398,-1.5437783003,0.4254668355,2.0115718842,,,
13.0742187500,0,0.6721648574,-1.9264991283,1.3306671381,1.6367604733,,,
13.0781250000,0,0.4680219293,-2.0429763794,2.0731267929,0.5809890628,,,
13.0820312500,0,0.2177240998,-1.8812981844,2.2853250504,-0.1327635795,,,
13.0859375000,0,-0.0630695000,-1.5034708977,1.9129939079,0.1431376934,,,
13.0898437500,0,-0.3566760719,-1.0283368826,1.2459768057,1.0248111486,,,
13.0937500000,0,-0.6446176767,-0.5989379883,0.7431418300,1.4947522879,,,
13.0976562500,0,-0.9089050293,-0.3432683647,0.7562134266,0.9472530484,,,
13.1015625000,0,-1.1332864761,-0.3391743600,1.3179135323,-0.1864460558,,,
13.1054687500,0,-1.3043761253,-0.5930207968,2.1212913990,-0.8719077110,,,
13.1093750000,0,-1.4125820398,-1.0379710197,2.7026407719,-0.5214743614,,,
13.1132812500,0,-1.4527683258,-1.5523512363,2.7185010910,0.4114870131,,,
13.1171875000,0,-1.4246083498,-1.9930657148,2.1508975029,0.9006710052,,,
13.1210937500,0,-1.3326002359,-2.2349045277,1.3179401159,0.3990600109,,,
13.1250000000,0,-1.1857476234,-2.2049694061,0.6834422350,-0.5993680954,,,
13.1289062500,0,-0.9969249368,-1.9027802944,0.5795454383,-1.0621688366,,,
13.1328125000,0,-0.7819726467,-1.4005545378,1.0084320307,-0.4721077383,,,
13.1367187500,0,-0.5585861206,-0.8235753179,1.6418371201,0.6439657211,,,
13.1406250000,0,-0.3450746834,-0.3160328865,2.0186388493,1.2511349916,,,
13.1445312500,0,-0.1590775102,-0.0016966613,1.8221952915,0.8600315452,,,
13.1484375000,0,-0.0163267329,0.0498052947,1.0713468790,0.0222478230,,,
13.1523437500,0,0.0704569668,-0.1581414938,0.1106903851,-0.2381950468,,,
13.1562500000,0,0.0924586877,-0.5502835512,-0.5940829515,0.5234338045,,,
13.1601562500,0,0.0453912951,-1.0003470182,-0.7332735062,1.7118691206,,,
13.1640625000,0,-0.0701983199,-1.3658715487,-0.3368114531,2.2928552628,,,
13.1679687500,0,-0.2489600480,-1.5274814367,0.2454734594,1.8423906565,,,
13.1718750000,0,-0.4811063111,-1.4218281507,0.5551005602,0.9730136395,,,
13.1757812500,0,-0.7530873418,-1.0591748953,0.3011822999,0.7020707130,,,
13.1796875000,0,-1.0485289097,-0.5207999945,-0.4637745321,1.4073016644,,,
13.1835937500,0,-1.3493667841,0.0630698353,-1.3738062382,2.4364697933,,,
13.1875000000,0,-1.6370997429,0.5487509370,-1.9672716856,2.7698450089,,,
13.1914062500,0,-1.8940722942,0.8182944655,-1.9621027708,2.0591702461,,,
13.1953125000,0,-2.1046993732,0.8116373420,-1.4237390757,0.9822484851,,,
13.1992187500,0,-2.2565460205,0.5429040790,-0.7252116799,0.5511004925,,,
13.2031250000,0,-2.3411891460,0.0963919535,-0.3232909143,1.0801777840,,,
13.2070312500,0,-2.3547964096,-0.3966580629,-0.4847400188,1.8682008982,,,
13.2109375000,0,-2.2983894348,-0.7941374779,-1.1265876293,1.9184193611,,,
13.2148437500,0,-2.1777653694,-0.9821047783,-1.8660559654,0.9616454840,,,
13.2187500000,0,-2.0030868053,-0.9060792923,-2.2502434254,-0.2628071010,,,
13.2226562500,0,-1.7881685495,-0.5860177279,-2.0280241966,-0.7553777099,,,
13.2265625000,0,-1.5495073795,-0.1108669862,-1.3013466597,-0.2698512971,,,
13.2304687500,0,-1.3051282167,0.3858125806,-0.4653166234,0.4425046444,,,
13.2343750000,0,-1.0733212233,0.7624735832,0.0270817913,0.4073054194,,,
13.2382812500,0,-0.8713623881,0.9084188342,-0.0652192533,-0.5710926056,,,
13.2421875000,0,-0.7143045664,0.7742052078,-0.6285729408,-1.7035452127,,,
13.2460937500,0,-0.6139236093,0.3852800727,-1.2642849684,-2.0165119171,,,
13.2500000000,0,-0.5778936148,-0.1648867279,-1.5289970636,-1.3417443037,,,
13.2539062500,0,-0.6092486978,-0.7402951717,-1.2018193007,-0.4847865105,,,
13.2578125000,0,-0.7061679959,-1.1995451450,-0.4182270169,-0.4003336132,,,
13.2617187500,0,-0.8621004820,-1.4344303608,0.4094851017,-1.2166064978,,,
13.2656250000,0,-1.0662189722,-1.3994190693,0.8375957608,-2.1050343513,,,
13.2695312500,0,-1.3041734695,-1.1239445210,0.6552966237,-2.1282863617,,,
13.2734375000,0,-1.5590898991,-0.7041373849,0.0097310534,-1.2005928755,,,
13.2773437500,0,-1.8127459288,-0.2762691975,-0.6831112504,-0.1795787513,,,
13.2812500000,0,-2.0468404293,0.0208141934,-0.9882696867,0.0043295189,,,
13.2851562500,0,-2.2442688942,0.0839704424,-0.7128249407,-0.7078930140,,,
