Time:128Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Oscillator 5,Oscillator 6,Oscillator 7,Oscillator 8,Oscillator 9,Oscillator 10,Oscillator 11,Oscillator 12,Oscillator 13,Oscillator 14,Oscillator 15,Oscillator 16,Event Id,Event Date,Event Duration
12.1406250000,0,0.9926689267,1.1322063208,-0.9666610956,2.3423030376,0.8992334604,1.1441991329,-0.7801673412,1.2060579062,0.7044454813,-1.6628642082,-0.5031213164,-0.9436522722,0.3654704690,-2.8635208607,-0.2172282189,-0.0325453281,,,
12.1484375000,0,0.8652924299,0.5519217253,0.3412114680,2.5789563656,-1.1501203775,1.6591421366,-0.0436200276,-1.4567537308,0.3746898770,-1.6483247280,-0.8747087717,-0.8211507797,0.2999719679,-1.2700073719,1.8303103447,0.3725181520,,,
12.1562500000,0,0.5115942359,0.9061788917,0.9867628217,0.8036632538,0.4148164988,-0.2129627466,-0.5671692491,-1.0407574177,-0.8914200664,-0.7612531185,-0.2318334877,0.3587877750,0.6475637555,1.1416606903,0.7510678768,0.7539359331,,,
12.1640625000,0,0.0420368873,1.9832087755,-0.3767580092,1.9154931307,-1.3361111879,0.2855188549,-1.5593739748,-0.6800611019,-0.4250161648,0.0664831698,0.7078620791,1.3275196552,0.0899968371,1.6161117554,-1.9024337530,1.1167752743,,,
12.1718750000,0,-0.4022990167,2.7970743179,-1.1437026262,1.6300600767,-1.0712969303,-1.4756656885,0.4448348582,-2.0233674049,1.8600529432,0.0687354505,0.9620589614,1.2208214998,-1.3382266760,0.2974392176,-1.7589963675,-0.3872626722,,,
12.1796875000,0,-0.6885640025,2.5917024612,-0.0517828315,-0.3680526614,-0.8893309832,-0.3563230634,-0.7757380009,-0.4398095012,2.8374600410,-0.6922208071,0.2841154635,0.5599194765,-2.1101136208,-0.4228749573,-0.0175173189,1.3582711220,,,
12.1875000000,0,-0.7287198901,1.6114907265,0.2701455653,0.6878407598,-2.0790798664,-1.6103488207,1.6290514469,0.7946040034,1.3599879742,-1.4119338989,-0.5994293690,0.5657742023,-1.2220693827,0.5020326376,-0.1134688333,1.8527636528,,,
12.1953125000,0,-0.5038232803,0.8516167998,-1.3109563589,0.3123001754,-0.0251270514,0.1422100216,1.5899133682,-0.9133740664,-0.0491011925,-1.2786650658,-0.7514150739,1.6333320141,0.3823019564,1.5575202703,-0.9627742767,-1.8713259697,,,
12.2031250000,0,-0.0693559423,1.0430279970,-2.0840532780,-1.4344193935,-1.4818454981,-0.9440929890,1.5290924311,-0.5877806544,0.1315232664,-0.1974898577,-0.0038931386,2.7924792767,0.9602945447,1.1673785448,-0.2074457109,-1.3278676271,,,
12.2109375000,0,0.4598607123,1.9085512161,-0.9701606631,-0.0096416883,0.7400212884,0.8434773684,2.6206555367,-0.1845317185,0.1585441381,1.1246000528,0.8495718837,2.8086736202,0.1795762479,-0.1554030031,0.9778302312,0.3711212277,,,
12.2187500000,0,0.9410331845,2.4496626854,-0.6743035316,-0.1369321495,0.4706142247,-0.7012729645,0.1591915935,-2.2176420689,-0.9634918571,1.7864809036,0.8518900275,1.6241153479,-0.5687053800,-0.9518440366,1.0856865644,-1.1244232655,,,
12.2265625000,0,1.2424499989,1.9709370136,-2.1345784664,-1.4276388884,1.0211377144,0.6492354870,1.2411383390,-1.4739228487,-1.2568881512,1.4467033148,-0.1366687566,0.4309204817,-0.1357253045,-0.9722896814,0.9933519959,-0.7307451963,,,
12.2343750000,0,1.2795196772,0.7958631516,-2.5765125751,0.3865740001,2.3289887905,-1.4824268818,-0.5926969647,0.4814058244,0.2509716153,0.5706336498,-1.2722622156,0.2885408998,0.8409665227,-0.9874299765,0.9087725282,-0.3925503790,,,
12.2421875000,0,1.0379153490,-0.0571485348,-1.1380624771,0.3677520454,0.8504912257,-0.3376906514,-0.5896453261,-0.1251219809,1.0685641766,-0.0193658974,-1.5493259430,0.9229150414,0.9028688073,-1.0794222355,-0.0218447614,0.0416646861,,,
12.2500000000,0,0.5774850845,0.0920455530,-0.6119586825,-0.7458137274,2.6788983345,-2.5050263405,0.3632715046,1.0190933943,-0.5826759338,0.1276036650,-0.7825452685,1.1245940924,-0.1239259988,-0.5585265756,-0.7151823044,2.4175586700,,,
12.2578125000,0,0.0158543382,0.8977469206,-1.7582626343,1.0617378950,0.5868293643,-0.9042599797,-0.8672314286,2.6944043636,-2.4494094849,0.7244937420,0.2399442047,0.2599212229,-0.8159474134,0.4555590749,-0.1004556939,0.7172406316,,,
12.2656250000,0,-0.5037839413,1.3483232260,-1.7699083090,0.7238087654,1.3580305576,-2.5165700912,1.4255725145,0.8684368134,-2.0089194775,1.0416371822,0.5784236789,-0.9139745831,-0.0954900235,0.8022984862,-0.1489567310,-0.9988031387,,,
12.2734375000,0,-0.8518646359,0.8058223128,-0.0152274128,-0.6101888418,0.5601613522,-0.1681423485,-0.0946716145,0.2693012059,-0.5383860469,0.5782527328,0.0957245752,-1.1099689007,1.2246966362,0.1492334604,-1.7676669359,1.6526188850,,,
12.2812500000,0,-0.9478890300,-0.3365664780,0.6393558979,0.8635444641,-0.4118234813,-1.2975351810,0.4267482460,1.1598091125,-0.2890243828,-0.4884974957,-0.4292593896,-0.0311018042,1.4379581213,-0.1468315125,-1.8264890909,0.6463768482,,,
12.2890625000,0,-0.7823947668,-1.0507987738,-0.3769914508,0.0259801988,0.7818546295,1.3439309597,0.0168324020,-0.4700455964,-0.4061106443,-1.4569548368,-0.1412321180,1.2552728653,0.1701158285,0.9411214590,0.6721925139,-1.8035951853,,,
12.2968750000,0,-0.4194367826,-0.7195246220,-0.2250012606,-1.5391995907,-1.0988645554,0.0349307880,-1.9890292883,-0.4021434188,0.7961993814,-1.6997014284,0.9606955647,1.5378732681,-1.1566112041,2.1306726933,1.6044570208,-0.9388247132,,,
12.3046875000,0,0.0211002585,0.2366262674,1.5140955448,-0.2554956079,0.9643441439,2.2673983574,-0.7823308706,1.7262442112,1.9415807724,-1.1737958193,1.9595049620,0.8342431784,-1.2240463495,1.3431493044,-0.3369926810,-1.0244922638,,,
12.3125000000,0,0.3965085745,0.7904743552,1.9408739805,-1.2870006561,-0.2032675147,0.2911145091,-2.8560178280,0.8604722619,0.9040027857,-0.4109438360,1.9018416405,0.2958683074,-0.4858053923,-1.0873191357,-0.5925477147,-0.2245839238,,,
12.3203125000,0,0.5805358291,0.3578106761,0.7046410441,-2.6663043499,0.8048897386,1.9512360096,-1.2633429766,0.3392601311,-0.8761529326,-0.0253618546,0.7398867607,0.7714926600,-0.3606444597,-2.4026763439,2.0283854008,0.6202701330,,,
12.3281250000,0,0.4981690943,-0.6067430973,0.6897650361,-1.1214179993,1.3112201691,-0.4508118331,-0.9442539811,1.3666075468,-0.4725782275,-0.1893406957,-0.6165331602,1.7484383583,-1.1191383600,-1.1180156469,2.3893659115,-1.1937842369,,,
12.3359375000,0,0.1463891864,-1.0759729147,2.1258111000,-1.8996509314,0.2629238963,1.1576734781,-0.8454621434,-0.6960822344,1.5041584969,-0.5283483863,-1.1885999441,1.9392122030,-1.4211448431,0.7784701586,-0.7729029655,0.7286741138,,,
12.3437500000,0,-0.4047943950,-0.5022214055,2.1175110340,-2.7240874767,1.8790154457,-1.0084668398,1.3700383902,-2.2697527409,2.0592017174,-0.4994243085,-0.8588038683,0.8201555014,-0.1811014116,0.5442184210,-1.9942784309,2.9317660332,,,
12.3515625000,0,-1.0313135386,0.6190954447,0.5518496633,-0.6971638203,-0.4089110196,1.0914682150,-0.2572524548,-0.9818398952,0.9531760812,0.1042196602,-0.4075721502,-0.7082644701,1.7863723040,-1.3920538425,0.2251844257,-0.0673384145,,,
12.3593750000,0,-1.5888196230,1.2502149343,0.3512713313,-1.1549444199,0.7342486978,-0.5560697913,1.3023318052,-1.6462891102,0.4792886674,0.9672030210,-0.6341477633,-1.3309850693,2.6325120926,-1.9864678383,0.7138719559,-0.5286481380,,,
12.3671875000,0,-1.9520134926,0.8648715019,1.5553041697,-1.5328811407,-0.8834718466,1.9239890575,0.0056324387,-1.8721691370,0.7841906548,1.5276014805,-1.4724864960,-0.8082365990,1.7421336174,0.0757476985,-1.7742228508,0.7529442906,,,
12.3750000000,0,-2.0487511158,-0.0206648931,1.2806823254,0.6922226548,-1.3806875944,0.3638355732,-0.5185713172,0.5710203052,-0.1600495577,1.4504451752,-2.0161857605,-0.1874959171,0.3857822418,2.4526972771,-2.2417616844,-0.5588320494,,,
12.3828125000,0,-1.8795790672,-0.3813893795,-0.3622871935,0.1625385582,-1.0147228241,2.5742487907,0.4825686812,0.3317781687,-2.0274341106,0.8820307255,-1.4370108843,-0.4982831180,-0.0693791211,2.3627252579,0.4255470634,-0.6080324650,,,
12.3906250000,0,-1.5173484087,0.2631504238,-0.4497461617,-0.2275180668,-2.8293926716,0.4856992066,-1.0632416010,-0.8504357934,-2.0697712898,0.2844789624,0.1343861520,-1.4917893410,0.0820644423,0.2980543375,1.6228182316,-1.3769638538,,,
12.3984375000,0,-1.0870144367,1.3519139290,0.8421575427,1.7226128578,-0.9091315269,2.0098478794,1.4052102566,0.3722817004,-0.0847975984,0.0242854673,1.6665058136,-1.9299137592,-0.4656220973,-0.9388464689,0.2433019578,-1.8118754625,,,
12.4062500000,0,-0.7311611176,1.8494764566,0.6298661232,0.7269249558,-2.4882748127,-0.6438515186,0.7311696410,-0.4844218493,0.8437031507,0.0859137177,2.1772828102,-1.0812246799,-1.9314565659,-0.1994134039,-0.0662414581,1.3195699453,,,
12.4140625000,0,-0.5707008839,1.2982997894,-0.7812185287,0.0496135689,-0.7777841687,0.5185602307,1.7374494076,-1.8200054169,-0.4887465835,0.1437024027,1.6277972460,0.3587719202,-2.8666288853,0.7741075158,1.2711255550,0.8225793242,,,
12.4218750000,0,-0.6715229154,0.2818205655,-0.5067358017,1.5945520401,-0.7164000273,-2.0712876320,2.4976954460,0.2620864809,-1.6153156757,-0.1030048728,0.8700680137,1.0259910822,-1.9719969034,0.2117269486,1.3605009317,-1.1699156761,,,
12.4296875000,0,-1.0262327194,-0.1743714958,1.0415445566,0.1903422177,-0.7295905948,-0.5687847137,0.6567302942,0.9802931547,-1.0164688826,-0.6458582878,0.7198479772,0.4353370667,0.1205295399,-1.2236881256,0.0525904559,1.5448195934,,,
12.4375000000,0,-1.5559886694,0.3483557105,0.9804258943,-0.5570607781,0.9628217220,-2.4986739159,1.8332208395,0.4541930854,-0.4502146244,-1.1773518324,1.1099715233,-0.5091272593,1.5403914452,-1.7288624048,-0.5974518061,1.9291169643,,,
12.4453125000,0,-2.1319355965,1.2336690426,-0.1985882819,0.9151918292,-0.6959497333,-0.3860858381,-0.7547422647,2.4323453903,-0.9810556769,-1.3611392975,1.1899846792,-0.6361399889,1.4505438805,-0.9757966399,-0.7246233821,-0.0186506342,,,
12.4531250000,0,-2.6103601456,1.4604634047,0.3345904648,-0.4748020768,1.1918176413,-1.7528245449,-0.4440471232,2.3706772327,-0.6903192401,-1.1069906950,0.2663417161,0.0807337761,0.8793989420,-0.1288155615,-1.1154325008,-0.0161079057,,,
12.4609375000,0,-2.8719384670,0.6477046013,1.9433130026,-0.8620546460,-0.5335519314,0.5089380145,-0.7259958386,0.1475898027,1.3808858395,-0.6152034402,-1.3858809471,0.5030485392,1.0691828728,0.2046967596,-0.8636390567,-1.1136639118,,,
12.4687500000,0,-2.8543150425,-0.5531027317,1.7758955956,0.9019770622,-0.0436755158,-0.9276342988,-1.6661542654,0.6426742077,2.6994411945,-0.1784970909,-2.6842932701,-0.2787020802,1.6710226536,0.5713255405,-0.0970191881,-0.6332770586,,,
12.4765625000,0,-2.5690913200,-1.1187108755,0.5290057063,-0.2048626840,-0.1844996661,0.8521175385,0.4856670499,0.3619062901,1.3774373531,0.0600205995,-2.7311258316,-1.8013259172,1.2812577486,1.1765142679,-0.3413039744,0.4161716998,,,
12.4843750000,0,-2.0985646248,-0.6935617924,0.9891658425,-0.1196205467,-1.4222325087,-1.0415605307,-0.9875265956,-1.3821171522,-0.4164341688,0.1802614182,-1.6472269297,-2.7057874203,-0.4411306679,1.2255524397,-0.6322686076,-2.1788733006,,,
12.4921875000,0,-1.5731129646,0.0533848815,2.3260400295,1.8677393198,0.2625783384,0.2043938190,0.6648949385,0.1321022063,-0.1362118274,0.3517789245,-0.4149764478,-2.2807159424,-2.0404472351,0.3843639195,0.9453786612,-1.2131730318,,,
12.5000000000,0,-1.1354250908,0.1185871586,1.7621557713,0.8285805583,-1.4726536274,-1.8135768175,-0.0718225986,1.1576634645,1.0128201246,0.6427783370,0.1031618714,-1.2503359318,-2.0036880970,-0.2627283037,2.3081521988,2.0714035034,,,
12.5078125000,0,-0.9013800621,-0.8041595817,0.2205181420,1.0331779718,0.6529343724,-0.5280649066,-1.0978882313,-0.3417969048,0.8113477230,0.9518269897,-0.0251477882,-0.8802689910,-0.6694375277,0.2154194415,0.7599131465,0.5128331780,,,
12.5156250000,0,-0.9282962680,-2.0038347244,0.4494510293,2.7998654842,0.1038762107,-2.0150461197,-0.3088767827,0.3225280344,0.1337474138,1.1072630882,0.0246016383,-1.4699772596,0.2640568018,0.8411096334,-0.9818025827,0.0164326131,,,
12.5234375000,0,-1.1992537975,-2.4712510109,1.4432636499,1.3826110363,0.8911712766,-0.2031146437,-2.6812956333,0.3477330506,0.7345189452,1.0202393532,0.8720612526,-2.0244507790,-0.0364579111,-0.0354622900,0.3108230829,1.2368028164,,,
12.5312500000,0,-1.6277855635,-1.9230338335,0.5199228525,1.3020480871,2.1392545700,-0.9761463404,-0.9939521551,-2.2349779606,1.3131324053,0.7440122962,2.1824438572,-1.4905462265,-0.5792332292,-1.9724283218,1.4882158041,0.5093824863,,,
12.5390625000,0,-2.0816519260,-1.0851022005,-1.1777827740,2.5423660278,0.9865258932,1.1430141926,-1.6871327162,-2.0194127560,-0.2407290041,0.4009358585,2.9132418633,-0.0789009333,-0.0971644446,-2.5321338177,-0.8611047268,0.8997054100,,,
12.5468750000,0,-2.4191806316,-0.9463827014,-0.9639357328,0.6094968915,2.9951198101,0.5518913269,-0.8368681669,-0.9625959992,-2.4835143089,0.0698725283,2.3234291077,0.9122624993,1.0782924891,-0.6561561823,-2.9561815262,-0.4831169844,,,
12.5546875000,0,-2.5282142162,-1.7450153828,-0.0308979582,0.2726806402,0.9900686741,2.2675354481,1.0213706493,-2.0066955090,-2.4141633511,-0.2491155267,0.7279450893,0.5750018358,1.4227130413,1.5075563192,-0.9186834097,-2.5294663906,,,
12.5625000000,0,-2.3569865227,-2.7224445343,-0.9734117985,1.1794648170,1.9809355736,1.2152286768,0.0263676923,-0.5469901562,-0.5396355391,-0.5718055367,-0.7702588439,-0.5741413832,0.3519390225,1.3658510447,1.3752696514,0.1389842331,,,
12.5703125000,0,-1.9284665585,-2.8966042995,-2.4614012241,-0.9154621363,0.9100835919,2.1251411438,2.2501618862,1.4090663195,0.1656077355,-0.8555653691,-1.3079239130,-1.2250963449,-0.8678547144,-0.4695492387,-0.0820437968,0.3753241301,,,
12.5781250000,0,-1.3342369795,-2.0646972656,-1.9138579369,-1.0675680637,-0.0477582067,0.5966553092,0.5926776528,0.0624823086,-0.6005240083,-1.0075496435,-1.0211219788,-0.8173894286,-0.7318516374,-0.9975672960,-1.5543539524,-2.0611448288,,,
12.5859375000,0,-0.7095830441,-1.0115637779,-0.7310867310,-0.0256670173,0.7051510811,1.0481393337,0.8118380904,0.1343966722,-0.5975087881,-0.9715378284,-0.7859619856,-0.1635886431,0.5218275189,0.8638530970,0.6602025628,0.0312931761,,,
12.5937500000,0,-0.1966177374,-0.7108144760,-1.4315224886,-1.8300564289,-1.4349488020,-0.3418903649,0.7409838438,1.0190155506,0.2937002480,-0.7951595783,-1.2260472775,-0.4194924235,1.2402073145,2.6369798183,2.7528040409,1.4442825317,,,
12.6015625000,0,0.0944528803,-1.3344027996,-2.5248878002,-1.4488509893,0.3594391346,0.3108395040,-0.8777407408,-0.8443804979,-0.0221952461,-0.5924422741,-2.0142712593,-1.6364706755,0.5468760729,1.7325164080,1.1011620760,0.8561124802,,,
12.6093750000,0,0.1153086275,-2.0818917751,-1.5623687506,-0.0710177422,-1.1604579687,-0.4302470684,1.0971761942,-0.6647506356,-1.3156033754,-0.4285261631,-2.1899969578,-2.6298058033,-0.5664793849,-0.9260948300,-0.9042396545,1.2842391729,,,
12.6171875000,0,-0.1074742600,-2.0035812855,-0.1506719589,-1.5373854637,-0.0527434498,0.6031953096,-0.2766493559,1.4368563890,-0.8768537045,-0.2472658604,-1.1708455086,-2.3319644928,-0.6893551350,-2.2246136665,-0.0767394379,-0.2550934553,,,
12.6250000000,0,-0.4799457490,-0.9767369032,-0.7163603306,-0.7580919266,0.2905148864,0.3222614527,1.4659886360,0.8299915195,1.5147883892,0.0675147772,0.5774153471,-1.0318198204,0.0485161208,-1.0975034237,0.7898043990,-0.0753651485,,,
12.6328125000,0,-0.8667736053,0.1622051597,-1.6069083214,0.6664491296,-0.3993366659,1.2302293777,1.7010025978,1.2206315994,2.7500934601,0.5414676666,1.9093470573,-0.0319968238,0.2127530724,0.3472933173,-0.6173529625,1.5010634661,,,
12.6406250000,0,-1.1285780668,0.4647111595,-0.5017266273,-0.8406985402,1.3835120201,0.7713043094,0.8587076664,2.8515448570,1.5332509279,1.0210350752,2.0517468452,-0.1315923780,-0.8385741711,0.0890716240,-1.7977820635,-1.6014714241,,,
12.6484375000,0,-1.1603758335,-0.1682455838,0.8173107505,-0.0998257771,-0.5996293426,0.9855448604,2.0758862495,1.0015145540,0.2767140567,1.2581256628,1.2898409367,-0.7325035334,-1.9094642401,-1.1075800657,-1.0498316288,-2.4531235695,,,
12.6562500000,0,-0.9205937982,-0.8917514086,0.0548688211,0.9512119293,0.9120343328,0.0554075129,-0.6415593624,-0.3951667547,0.5377292037,1.1156361103,0.6075915694,-0.6219034791,-1.4653820992,-1.1973019838,-0.1968729794,0.4818102121,,,
12.6640625000,0,-0.4426994622,-0.7858819366,-0.9551272988,-0.9192426205,-0.6965174675,-0.3476840854,0.0419795960,0.3859111667,0.6180505753,0.7070630193,0.6594756246,0.5117589235,0.3147923350,0.1163414493,-0.0525314845,-0.1828648746,,,
12.6718750000,0,0.1737419218,0.1995467395,-0.0054762159,-0.4192712009,-0.9159317613,-1.3084250689,-1.4179792404,-1.1448878050,-0.5143154860,0.3208442330,1.1228754520,1.6443101168,1.7097586393,1.2761801481,0.4503613412,-0.5429747105,,,
12.6796875000,0,0.7901346684,1.1893433332,0.9805080295,0.2165411860,-0.8031964898,-1.6641774178,-2.0154063702,-1.7152968645,-0.8814817667,0.1732628644,1.0845797062,1.5905646086,1.6259282827,1.3175926208,0.8917305470,0.5443230867,,,
12.6875000000,0,1.2666277885,1.2733900547,-0.1298130155,-1.8746572733,-2.6372458935,-1.9663592577,-0.5642754436,0.4589690864,0.5858432651,0.2083490193,0.0558779165,0.3992017508,0.8494285345,0.8960565925,0.5456467867,0.3379953206,,,
12.6953125000,0,1.5002471209,0.4339912236,-1.3182657957,-1.3357218504,-0.9633325338,-1.7808051109,-1.9174041748,0.0256362297,1.4306497574,0.1438084245,-1.4332362413,-0.6879525185,0.7444847822,0.7249882221,0.6793981194,1.9805970192,,,
12.7031250000,0,1.4529348612,-0.4367873669,-0.4978057742,-0.7270904183,-2.8000209332,-1.2756372690,0.4747161269,-0.8067418337,-0.2467567623,-0.2543680668,-2.2833893299,-0.6669209599,1.2562600374,0.4087342918,1.4010591507,1.3819429874,,,
12.7109375000,0,1.1618133783,-0.4474772811,0.2740485668,-2.5848968029,-1.0666162968,-0.7906755805,-0.4429194331,0.4738323689,-2.2958292961,-0.9096149206,-1.8776931763,0.1002210304,1.0012601614,-0.4510041177,0.4717838168,-1.6528441906,,,
12.7187500000,0,0.7288628221,0.3843321800,-0.9720736146,-1.5806601048,-1.2276633978,-0.0295459256,-0.1805775911,-0.8936306834,-2.1168007851,-1.4407383204,-0.6771268845,0.3895448446,-0.6725919843,-1.0958970785,-1.5977442265,0.1458447576,,,
12.7265625000,0,0.2928403318,1.1530416012,-2.0622110367,-0.6507093906,-0.9250931144,0.0734927878,0.2388091981,-2.5974059105,-0.8493167162,-1.4626988173,0.2423164099,-0.3605045080,-2.5181767941,-0.7068595886,-1.3986426592,0.8564649820,,,
12.7343750000,0,-0.0088587701,0.9939801097,-1.0637205839,-2.0437088013,0.8255003691,0.4954126775,-1.8600720167,-1.0512151718,-0.7235724926,-0.9310280085,0.2435377091,-1.3289847374,-2.7924864292,-0.0091876388,0.4271507263,-2.0291199684,,,
12.7421875000,0,-0.0779465884,-0.0285286605,-0.1839525998,-0.5224040151,-0.4604021311,-0.1001679376,-0.3052770793,-0.9657755494,-0.9220411181,-0.2123417407,-0.2887375057,-1.2617686987,-1.4048141241,-0.3819256127,-0.1577782184,-1.3619360924,,,
12.7500000000,0,0.1177516654,-0.9810346365,-1.2464025021,0.6061900854,1.7606966496,0.0356873870,-1.9444110394,-1.3011640310,0.2757990360,0.2096123248,-0.4149765968,0.0334520601,0.0535325781,-1.4941794872,-2.1572430134,-0.2602690756,,,
12.7578125000,0,0.5354336500,-1.0078524351,-1.9598028660,-0.5923476815,0.1742708832,-0.8535426855,-0.6383798718,1.2634222507,1.5270961523,0.1512560248,0.3322075009,1.4242929220,0.4065938592,-1.3666038513,-0.9397143126,-0.0236670449,,,
12.7656250000,0,1.0690274239,-0.1982875466,-0.5798550248,1.0379655361,1.0101720095,-0.3947137296,0.3659821749,1.6794490814,0.6143352389,-0.1050621644,1.4187780619,1.7413566113,0.2713230848,0.6770919561,2.1581094265,1.3492635489,,,
12.7734375000,0,1.5782616138,0.5111319423,0.5296193957,1.8926261663,0.6759067178,-0.9616811872,0.0565877259,0.2575880289,-1.1322816610,-0.0669585317,1.8247381449,1.0959345102,0.9006100297,2.5133855343,1.8390263319,-0.0587396175,,,
12.7812500000,0,1.9271310568,0.2993261516,-0.3109405935,0.4269259870,-0.5002412200,0.2227375060,2.5485041142,1.2878475189,-0.7340457439,0.4985100031,1.0829961300,0.6739617586,2.1693851948,1.8822991848,-0.7108799219,-0.0020131571,,,
12.7890625000,0,2.0212154388,-0.6950526834,-0.7091358900,1.7533599138,0.8305704594,0.0391036719,0.9271954894,0.8096861243,1.3399364948,1.3026249409,-0.2180622965,1.2640278339,2.5486743450,-0.3313411176,-0.1786936224,2.7217762470,,,
12.7968750000,0,1.8336228132,-1.5101031065,0.8857952952,2.0451445580,-1.1990928650,1.6254947186,2.0350015163,-1.0057539940,2.1074488163,1.7393501997,-0.9875106215,2.2800989151,1.1597498655,-1.1389024258,2.1623020172,0.3660862446,,,
