Time:256Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Oscillator 5,Oscillator 6,Oscillator 7,Oscillator 8,Oscillator 9,Oscillator 10,Oscillator 11,Oscillator 12,Oscillator 13,Oscillator 14,Oscillator 15,Oscillator 16,Event Id,Event Date,Event Duration
12.0390625000,0,-0.8053988218,-1.6555311680,-0.4844815135,2.1087839603,1.9323583841,-1.2560340166,-2.3603751659,0.1029356718,1.6172878742,0.2827132940,-0.5794925094,0.2217755467,0.1485691369,-0.8370655775,-0.3379918039,0.8540405035,,,
12.0429687500,0,-0.6399255991,-1.8945147991,-1.1850531101,1.3905942440,1.6367604733,-0.5448190570,-0.6259636283,1.3114615679,0.8538782597,-1.5593309402,-1.7752681971,-0.1134621426,0.5896492600,0.9569787383,1.7193427086,0.6058344841,,,
12.0468750000,0,-0.4280913174,-1.8565424681,-1.4208276272,0.7275532484,0.3305631876,-1.7910573483,-0.8416072726,1.9293439388,1.9754873514,0.4958361685,0.4206040800,0.1735977530,-0.9584288597,-0.4368460476,0.6511192322,-0.9802324772,,,
12.0507812500,0,-0.1847178638,-1.5835356712,-1.0423865318,0.9620296955,-0.1194013879,-2.6882650852,-1.9279458523,0.0741636083,-0.3142286837,-0.8323357701,-0.1890175939,-0.8266114593,-1.3479566574,0.8833397627,2.2724452019,0.1299858093,,,
12.0546875000,0,0.0730400905,-1.1807755232,-0.2584097683,1.9917349815,0.8018911481,-1.4838471413,-0.4487624168,0.9600687027,0.3740429878,0.6321398616,1.0341629982,-0.7464914918,-1.1032263041,1.5469859838,2.0126037598,-0.2881010771,,,
12.0585937500,0,0.3268928826,-0.7878224850,0.4883899093,2.8692543507,1.4947522879,-0.5323178172,0.5089380145,1.0463181734,0.3130204380,1.1249068975,0.7943819165,-1.9199270010,-1.8776931763,0.5030485392,0.0016386729,-1.4742076397,,,
12.0625000000,0,0.5586928725,-0.5400517583,0.7852690220,2.7656497955,0.6811388731,-1.4973689318,-0.8554930091,-1.1223134995,-1.2597624063,0.7939250469,0.6222104430,-1.3890885115,0.0144786509,2.0400538445,1.1260753870,0.7427595854,,,
12.0664062500,0,0.7517018914,-0.5313477516,0.4953401983,1.8142782450,-0.6441530585,-1.9742776155,-0.5292237401,-0.3676558435,0.6221402884,2.7592763901,0.8479701281,-2.1129152775,-1.2861537933,-0.5154394507,-0.3855448663,1.7494072914,,,
12.0703125000,0,0.8917609453,-0.7881829739,-0.1618553847,0.9732465148,-0.6984620690,-0.4104863405,0.9843322039,-0.4735596478,-0.4650382996,1.0015549660,-0.4292558134,-0.7609785199,0.9651414752,-0.0745252520,-0.7095566988,0.8675292730,,,
12.0742187500,0,0.9682800174,-1.2621884346,-0.7433041334,1.0470110178,0.4114870131,0.6983338594,-0.0835122466,-2.5069282055,-0.2386547923,2.7222745419,0.6122643352,-1.0266177654,-1.0041146278,-1.2457500696,1.2250725031,2.3012075424,,,
12.0781250000,0,0.9749797583,-1.8432526588,-0.8493623137,1.8662339449,0.8665324450,-0.1517109573,-1.1317358017,-1.4141224623,1.3323411942,1.1265815496,-1.0760215521,0.7676591277,0.4547423124,-2.3640866280,-0.0842982456,2.1112825871,,,
12.0820312500,0,0.9103325605,-2.3895602226,-0.3646759689,2.4633529186,-0.1022240818,-0.4574390352,0.1773168743,-1.2682858706,-0.3101890683,1.0398650169,0.9203428030,0.3262121975,-1.4715871811,-0.7692615986,0.9188328385,-0.3969885111,,,
12.0859375000,0,0.7776726484,-2.7663404942,0.4711111784,2.0644845963,-1.0424389839,1.1450008154,-0.0138302241,-2.8044993877,1.1791958809,0.9843041301,-0.6544115543,1.8505277634,-0.9327226281,-2.2254922390,1.3134762049,-0.0131785292,,,
12.0898437500,0,0.5849676728,-2.8827033043,1.2052338123,0.8846264482,-0.4721077383,2.0566742420,-1.8164342642,-1.1696064472,0.9320135117,-0.9127060175,1.8455821276,0.6831479073,-1.5248922110,0.1006557345,-1.1048700809,0.2049666494,,,
12.0937500000,0,0.3442671001,-2.7164735794,1.4413510561,-0.0860505998,0.8793241382,0.9690299034,-1.2260674238,-0.7329816222,-0.4619947672,0.5188220143,0.4570019245,1.6957864761,-1.4842238426,-0.3089021742,-0.3658341467,-1.3241161108,,,
12.0976562500,0,0.0708667114,-2.3202121258,1.0754009485,-0.0867994949,1.1685022116,0.4985575676,-0.2801496685,-1.8981758356,0.9747351408,-1.6059226990,2.5596280098,-0.0403200425,-0.1463996917,-0.2143777758,-1.5868391991,0.1085018441,,,
12.1015625000,0,-0.2177535594,-1.8067778349,0.3565770388,0.6438443065,0.2153481096,1.8397045135,-1.7627712488,-0.0175852906,-1.0490562916,-0.0967444703,1.2208806276,0.9326485991,-0.5931852460,0.7317662239,-2.8007428646,1.2657698393,,,
12.1054687500,0,-0.5031433105,-1.3183861971,-0.2630567253,1.1188448668,-0.2381950468,2.3269140720,-2.0150461197,0.3093046844,-1.1997441053,-0.6726294756,2.1571152210,-0.7217816114,1.8666663170,-1.4699772596,-0.6900793314,-0.5133923888,,,
12.1093750000,0,-0.7671632171,-0.9876455069,-0.4002403617,0.6177416444,0.8217301965,0.8710607886,-0.2548269629,-0.9288530350,-0.6913444996,-0.5644804835,0.9787887335,0.7968837619,0.5296831131,0.0070452122,-1.4383792877,-0.3273942173,,,
12.1132812500,0,-0.9932441711,-0.9012485147,0.0292083062,-0.5707955956,2.1293878555,0.1980134547,-0.5646979809,0.7508794069,-2.8278400898,0.8038608432,0.6111901402,-0.4233760834,2.6831078529,-1.5365999937,-0.4858053923,-0.1616536677,,,
12.1171875000,0,-1.1675372124,-1.0762705803,0.7594172359,-1.4374483824,2.0332252979,1.3285895586,-1.4635150433,0.6067178845,-1.3528150320,-0.7011808753,0.0909702629,1.6150493622,0.5869239569,-0.7706907988,1.2588505745,-2.5436346531,,,
12.1210937500,0,-1.2798734903,-1.4555698633,1.3333172798,-1.2774012089,0.9730136395,1.5389343500,0.2568732500,-0.9287955761,-1.8722357750,1.2749574184,-1.1188181639,0.4604484737,1.6941136122,0.4939247966,-0.5049185157,-2.1897258759,,,
12.1250000000,0,-1.3244665861,-1.9235492945,1.3762240410,-0.4055091143,0.7964830399,-0.0482873656,1.2514921427,0.4711548984,-2.4216699600,-0.5988103151,-0.4655103683,2.3974394798,-0.0430176370,-0.1244435981,0.4113236368,-0.5312140584,,,
12.1289062500,0,-1.3003107309,-2.3379592896,0.8203368783,0.1686671078,1.9496588707,-0.6322486997,0.0925101861,-0.0436200276,-0.2822585404,0.1141602397,-1.9522231817,0.6690891981,0.2305368036,2.5296280384,0.1349711120,-1.2700073719,,,
12.1328125000,0,-1.2112436295,-2.5690245628,-0.0542671680,-0.2260024101,2.7895715237,0.6041409969,0.8266094327,-1.6155008078,-1.5074964762,-0.5410821438,-0.1224885583,2.0268805027,0.0673846528,1.1683151722,-1.5492162704,-0.0740748942,,,
12.1367187500,0,-1.0656726360,-2.5351693630,-0.7866978049,-1.2359814644,2.0591702461,0.8658812046,2.5275795460,-0.1360338479,-0.2447979152,-1.8127359152,-1.6652514935,-0.3977446854,-0.2123907059,2.0813293457,0.4575558901,1.8155691624,,,
12.1406250000,0,-0.8759815693,-2.2255487442,-1.0103539228,-1.8445162773,0.7833390236,-0.5357365608,1.5857912302,-0.5939744711,0.7974184155,-0.7294732928,0.6819897890,0.6280053854,1.2636928558,1.5553454161,0.1252357066,0.2563911080,,,
12.1445312500,0,-0.6576607823,-1.7032107115,-0.6713606119,-1.4116419554,0.7198497653,-0.7658753991,0.8851185441,-1.7759057283,-0.5545682311,-2.8927977085,-1.0098550320,-1.9126681089,0.1618662626,-0.1882750392,0.4686257839,-0.1249226406,,,
12.1484375000,0,-0.4282193184,-1.0880167484,-0.0595686696,-0.3306532502,1.7071524858,0.7624596953,2.3926877975,0.1224717572,1.3621704578,-1.0634195805,0.9490691423,-0.5179744363,2.1477770805,0.9503791928,2.7778449059,0.9211053848,,,
12.1523437500,0,-0.2059574723,-0.5240051150,0.3664174378,0.3694466650,1.9184193611,1.1818443537,2.1251411438,-0.0532002188,0.3817838430,-2.1704695225,-0.8717010021,-2.5339384079,-0.0162304454,-1.2250963449,1.2811197042,-0.6021379828,,,
12.1562500000,0,-0.0086832857,-0.1401356906,0.2553905547,0.0697138160,0.6372475624,-0.0131665729,0.3709320128,-0.7757380009,-0.2103436589,-1.1943683624,0.1569316983,-0.4227618575,1.3600702286,0.3665373027,1.6024144888,-0.4228749573,,,
12.1601562500,0,0.1475362778,-0.0151743907,-0.4245105088,-0.8124579191,-0.6421166658,0.0300120059,1.0093870163,1.4224969149,1.0795978308,-0.1808481067,-1.3370313644,-1.9260394573,-1.1658099890,0.1634216607,1.6383193731,1.9102046490,,,
12.1640625000,0,0.2495029420,-0.1563396454,-1.3649942875,-1.2558581829,-0.4543219507,1.6720087528,1.6622478962,1.2620310783,-1.0172133446,-0.8333523273,-1.1667494774,0.5054025054,-0.5767090321,0.0660128295,-0.9732223749,1.3443807364,,,
12.1679687500,0,0.2878147066,-0.4975603521,-2.1004455090,-0.6848629713,0.4425046444,2.0025665760,-0.1320194006,0.6120017171,-0.1057268754,1.5138051510,-1.6222490072,-1.0929731131,-2.0238816738,1.6157658100,-0.0050489013,1.1443490982,,,
12.1718750000,0,0.2575285137,-0.9178208709,-2.2849533558,0.4361475706,0.2338200063,0.7227380276,-0.5293366313,2.6393239498,0.0352471769,-0.0462750643,-1.9271222353,1.0033847094,-1.8545575142,-0.5361182690,-0.4930070937,2.4390127659,,,
12.1757812500,0,0.1585123539,-1.2745634317,-1.8977034092,1.0706096888,-1.1881752014,0.7127197981,0.8661128283,2.0322322845,-1.3022117615,1.6728928089,-0.9333863854,-1.1395314932,-1.3396763802,0.6053201556,-1.2978941202,0.4893568456,,,
12.1796875000,0,-0.0045386641,-1.4429901838,-1.2537847757,0.6623576283,-2.0437912941,2.1324064732,0.0531985797,1.0573180914,0.8069407940,0.7452667952,-1.5194419622,0.4862923920,-1.6269700527,-1.3202519417,0.9718781710,-1.1862128973,,,
12.1835937500,0,-0.2224224955,-1.3504929543,-0.8139780164,-0.3016666174,-1.3417443037,2.0719840527,-1.0893634558,2.6206555367,-0.0689209178,0.4298196733,0.6313320994,-1.9409763813,0.3264399767,-1.9094489813,-0.1109070405,-0.1554030031,,,
12.1875000000,0,-0.4820648730,-0.9967706800,-0.9074449539,-0.7929926515,-0.3669941127,0.4662382007,0.3999212980,1.4463690519,0.3917425871,1.0899353027,-0.3982166946,-0.2559501231,-0.8975617290,-1.2781602144,-0.2140975595,-1.1411008835,,,
12.1914062500,0,-0.7674241662,-0.4541198909,-1.5333935022,-0.2951273620,-0.7317419648,0.2290131152,0.9676606059,0.2035139352,2.1562922001,-0.8662369251,2.0720729828,-2.3054921627,1.2036805153,-2.7881927490,0.5748069286,-1.6731842756,,,
12.1953125000,0,-1.0606030226,0.1521828920,-2.3604974747,0.6669457555,-1.9364581108,1.3340115547,-0.4101501703,1.5137135983,0.7036218643,0.8882765174,0.4095631838,-0.0268701650,-0.9199773073,-0.2729877234,-2.0078599453,0.5613880157,,,
12.1992187500,0,-1.3430899382,0.6780329347,-2.9244408607,1.0620639324,-2.1282863617,0.8954929113,0.3222614527,0.1330150813,2.3710184097,-0.8683882952,2.4010150433,-1.4338022470,0.5547773242,-1.0318198204,-1.5082609653,0.2064645886,,,
12.2031250000,0,-1.5970436335,0.9998244643,-2.9053215981,0.4063883424,-0.9100184441,-0.9175480008,1.8394432068,-0.9327481389,2.2458047867,0.4833624363,0.3445945084,1.2995786667,-1.3744772673,0.3167745471,-1.3722784519,-1.0831285715,,,
12.2070312500,0,-1.8065303564,1.0481761694,-2.3188295364,-0.7407009602,0.0475398898,-1.1810349226,0.7384733558,0.5763387680,0.9711084366,0.5658495426,1.5682984591,0.0666681379,-0.4436233938,1.0282539129,-2.5295982361,-0.0090098791,,,
12.2109375000,0,-1.9586292505,0.8268135190,-1.5067343712,-1.3447701931,-0.4836753011,-0.1225459799,0.1644189805,-0.5896453261,2.4735798836,0.3558391035,-0.1509993076,2.5586519241,-0.8574441075,-0.3868537545,0.0479591675,-1.0794222355,,,
12.2148437500,0,-2.0443270206,0.4114339054,-0.9323847294,-0.9484736323,-1.4500186443,-0.6096976399,1.6972153187,-1.1630150080,0.4678339064,2.2415018082,0.4718498588,0.8298799396,-0.3504129052,1.1184446812,0.1205295399,-2.6838929653,,,
12.2187500000,0,-2.0591404438,-0.0711333603,-0.9036594033,-0.1334119588,-1.1281059980,-2.2659053802,1.2667189837,0.6990402937,0.3194805980,0.6772562265,-0.1447704732,2.6053867340,0.9939402342,-1.0926259756,0.1438168734,-0.8205424547,,,
12.2226562500,0,-2.0034244061,-0.4777598679,-1.3892513514,0.0797413066,0.2504274845,-2.2004449368,-0.4467653334,-0.2528526485,0.7571713924,2.6719262600,0.0468921624,0.2840816677,0.6182916164,-0.0587245896,2.0242586136,-0.1656437516,,,
12.2265625000,0,-1.8823399544,-0.6882962584,-2.0382733345,-0.7199431062,0.8307035565,-0.8689081073,0.2638232708,-0.5031589270,-1.4707857370,1.1252259016,0.7602205276,1.6111733913,2.7057335377,-0.0440629460,0.1056483015,-0.5742878318,,,
12.2304687500,0,-1.7054909468,-0.6385306716,-2.3914277554,-1.9071435928,-0.0775908381,-1.1311074495,0.6933306456,1.3918130398,-0.1195626035,1.3813209534,0.3586588204,-0.7240324616,0.9907478690,-0.3108184636,0.1580729634,1.6940234900,,,
12.2343750000,0,-1.4862483740,-0.3377939761,-2.1572804451,-2.4518778324,-0.9700764418,-2.4260737896,-1.2832295895,0.2593379915,-0.8181221485,1.1504653692,1.9425435066,0.8163717389,2.6784796715,2.0775132179,0.7399190664,2.0209646225,,,
12.2382812500,0,-1.2408136129,0.1336128116,-1.3881880045,-1.9644875526,-0.4318130612,-1.9268914461,-1.6857469082,-0.0946716145,-1.5402443409,-0.6758152246,0.6110585928,-0.9661504030,0.1624442488,0.7802794576,-1.0271160603,0.1492334604,,,
12.2421875000,0,-0.9870845675,0.6464642286,-0.4505142272,-1.0871671438,0.7181006074,-0.3223771453,-0.5175200701,1.4321352243,0.3858774602,0.4813665748,2.3293178082,1.0407184362,1.1583725214,2.6220393181,0.9006184936,0.8913208842,,,
12.2460937500,0,-0.7434027791,1.0580860376,0.1930654794,-0.8324543834,0.6640493274,-0.4489094019,-1.6641774178,-0.1686539799,-1.0656697750,-1.9379804134,0.0471349470,-0.2923485935,-0.7141547203,1.5905646086,1.3716443777,0.7571322918,,,
12.2500000000,0,-0.5272712708,1.2515382767,0.2588559985,-1.5444090366,-0.6573192477,-1.5557889938,-2.8716735840,-0.7752401233,-0.0143817579,-0.5826727748,1.4502248764,1.7249350548,-0.1607984155,0.6424432397,0.7308779359,-0.9165382981,,,
12.2539062500,0,-0.3541303575,1.1677645445,-0.1897671372,-2.5434679985,-1.4529550076,-0.8793841004,-1.4551658630,0.3923338950,0.7828993201,-1.5751327276,-1.1920298338,0.2212317735,-0.3182087839,1.0614448786,2.7039840221,0.6734741330,,,
12.2578125000,0,-0.2362774163,0.8218976855,-0.7820795178,-2.8177819252,-0.7718281746,0.6835256815,-1.1378382444,-1.4831461906,-0.7873016000,-1.3747805357,-0.0842124000,1.6400256157,-0.3413631022,-1.4930149317,1.0362925529,1.8471423388,,,
12.2617187500,0,-0.1820069104,0.2992490828,-1.0637218952,-2.0551657677,0.0729206428,0.3609020114,-2.5245039463,-2.0105721951,0.9146726131,-0.1728331149,-2.1397881508,-0.3928043842,0.9509383440,-0.0046982151,0.0696458519,0.5301413536,,,
12.2656250000,0,-0.1950292438,-0.2679185271,-0.7704204321,-0.9619234800,-0.4927606285,-0.8830060959,-1.5848740339,-0.7823308706,-0.2893854678,-1.4105067253,-1.1641757488,0.4133368731,-0.2319732159,-1.2204980850,0.5567837358,1.3431493044,,,
12.2695312500,0,-0.2742098868,-0.7364710569,0.0122139184,-0.5429781675,-1.9047960043,-0.3350189328,-0.0237660892,-2.4590859413,-1.0598771572,0.8241802454,-1.9460213184,-1.7723251581,1.4053709507,-0.5437180400,-1.9472301006,1.4123824835,,,
12.2734375000,0,-0.4136465788,-0.9914495945,0.8985192776,-1.0783706903,-2.2942233086,0.9299582243,-0.9975880980,-2.4699981213,0.0432733633,-0.8079425097,-1.2357575893,-0.9540741444,-0.9931694269,0.6304276586,-1.1618057489,-1.3151102066,,,
12.2773437500,0,-0.6030794382,-0.9773824811,1.4324402809,-1.8411976099,-1.2941442728,0.2394765615,-1.1284637451,-0.8442888260,-2.2119619846,0.4066156745,-0.7362580299,-2.5825641155,0.2836387455,-0.7446311116,-0.4324049950,-1.4252129793,,,
12.2812500000,0,-0.8286053538,-0.7132846713,1.3595231771,-1.8448852301,-0.5778528452,-1.2196366787,0.7607285380,-2.1106152534,-1.4165953398,-0.1916975081,-0.7688933015,-1.2067745924,-2.2307763100,1.0126163960,-1.5272945166,-0.7730306983,,,
12.2851562500,0,-1.0736465454,-0.2872341275,0.7784107327,-0.8565334082,-1.3155670166,-0.7924093008,0.5508394837,-1.5721104145,-1.3922065496,-1.1070003510,0.4874713719,-2.0393886566,-1.2318284512,-1.1571596861,0.6334772110,-2.2096576691,,,
12.2890625000,0,-1.3201060295,0.1679855585,0.0811422467,0.3586709499,-2.3955538273,0.2725827098,-0.6998808384,0.3003837764,-2.7841751575,-0.1415120810,-0.6792671084,-0.2727408111,-2.3729436398,-0.9568324685,0.0132493330,-1.0419449806,,,
12.2929687500,0,-1.5496300459,0.5114985704,-0.2819813788,0.8117902875,-2.0995953083,-0.5924336314,0.4954126775,-0.8454621434,-0.7020351887,-2.3559758663,0.8111011982,-0.7993557453,-1.5630348921,-1.3289847374,-1.0993930101,0.7784701586,,,
12.2968750000,0,-1.7448873520,0.6331699491,-0.0721727610,0.2927471697,-0.7001204491,-2.0006897449,1.1185497046,-0.1694949120,-1.5783698559,-0.6626229286,-1.3110418320,0.6800326109,-0.8187073469,-2.6799197197,0.0580285862,-0.6043370366,,,
12.3007812500,0,-1.8907792568,0.4840127826,0.5949602723,-0.4223650992,-0.0526633039,-1.3916689157,-0.6127423048,1.4766669273,-1.0477877855,-2.1391167641,0.2697441280,-0.1659500897,-0.7456411123,-0.5602682233,-2.0352954865,-0.5534239411,,,
12.3046875000,0,-1.9754928350,0.0898339897,1.3189747334,-0.3707149625,-0.7995733023,-0.2069826722,-0.6383728981,0.0061005247,0.7975274324,-1.1595152617,-2.0320203304,0.6303642988,1.0887917280,-1.7162641287,-1.7714879513,0.2874742150,,,
12.3085937500,0,-1.9913264513,-0.4556236863,1.6549357176,0.6076884270,-1.4120178223,-0.9238420725,0.6240738034,0.4402206242,-0.5232625008,-0.4732761681,-0.2561345696,-0.5579671264,-0.1981768012,0.5200582147,-0.2963542938,-1.6682063341,,,
12.3125000000,0,-1.9352284670,-1.0161654949,1.3806214333,1.7010173798,-0.5178966522,-1.9902346134,-0.5695433021,1.6036562920,1.3199276924,-0.9618008137,-1.8646582365,-0.1140708253,1.6505746841,0.8495048881,-1.2708202600,-1.5882916451,,,
12.3164062500,0,-1.8090115786,-1.4502725601,0.6305794716,1.9499989748,1.0046389103,-0.9782777429,-1.6226905584,-0.2697555423,1.3707165718,1.4137836695,0.0090098828,-1.0576553345,-0.6330843568,0.5653739572,1.0782924891,0.5181289911,,,
12.3203125000,0,-1.6192299128,-1.6496993303,-0.1832550168,1.2239766121,1.3341501951,0.4653769433,-0.1604390740,0.0056324387,0.3242233098,0.0479977615,-0.5150465965,-0.3389682174,0.8712525368,2.0186793804,1.7406382561,0.0757476985,,,
12.3242187500,0,-1.3767234087,-1.5689649582,-0.6168751717,0.3520585597,0.4385901988,-0.0459410138,-0.0400224142,0.9215850830,2.0531277657,2.1390445232,0.9149140120,-0.5677606463,-1.0281536579,-0.2858585417,0.6468333006,0.7822954059,,,
12.3281250000,0,-1.0958660841,-1.2376571894,-0.4585954547,0.2755005956,0.1035164967,-0.8089339733,-1.4384109974,-0.9854348302,0.2744064331,1.2702125311,1.2515499592,0.5619993210,0.2542763352,0.9554942250,2.1838512421,2.8406953812,,,
12.3320312500,0,-0.7935665250,-0.7521775365,0.1457543820,1.0869052410,1.2142963409,0.4610600770,-0.3849593997,-0.4486575127,0.3799519539,1.3382310867,1.5329462290,0.8094619513,-0.0980641469,-0.2816991806,0.4561121464,1.4099919796,,,
12.3359375000,0,-0.4880927205,-0.2491931021,0.7817620635,1.9373490810,2.4021437168,1.9313695431,1.0629934072,0.6343680024,1.0348664522,1.8613246679,2.2835192680,1.7932009697,0.6678276062,-0.2654164433,-0.3554837108,0.3036876619,,,
12.3398437500,0,-0.1978022605,0.1319292337,1.0162073374,1.9062029123,2.1017839909,1.3358672857,0.0391036719,-0.9428732395,-0.9672077894,-0.0622550771,1.1202027798,1.8235694170,1.7568070889,1.2640278339,0.9725069404,1.2239344120,,,
12.3437500000,0,0.0601335578,0.2874082029,0.6580882668,0.9452968240,0.9105384350,0.5429375172,0.1325066537,0.0851432011,0.5984942913,1.4513492584,2.0985937119,2.0404388905,1.2121601105,0.0946137980,-0.5720369816,-0.2993853092,,,
12.3476562500,0,0.2709223628,0.1775602400,-0.1254299283,-0.0668800548,0.6826757193,1.7084689140,2.1176989079,1.4052102566,0.0720226169,-0.6957703233,-0.0869962424,1.5088174343,2.7424719334,2.4704933167,0.8045123219,-0.9388464689,,,
12.3515625000,0,0.4231773019,-0.1622772664,-0.9076019526,-0.2164848298,1.7283222675,2.8517501354,1.8785187006,0.0716410577,-0.4675523341,0.4737456441,1.2699173689,0.9926108718,0.6053513885,1.1578304768,1.8771373034,1.1916809082,,,
12.3554687500,0,0.5097059011,-0.6314057112,-1.2562291622,0.5188149810,2.3515222073,1.8667379618,0.8483862281,1.3324655294,1.5954489708,0.0318447687,-1.0671651363,0.3046076298,1.8842372894,1.3135318756,0.3078063428,0.7709575295,,,
12.3593750000,0,0.5280060172,-1.0913606882,-0.9911941290,1.2536587715,1.4253876209,0.8013775945,2.2635374069,2.5064704418,0.2544867694,-0.2028910220,0.7694824934,-0.3000152707,-0.8703523278,1.1173012257,1.5731496811,-0.0463964082,,,
12.3632812500,0,0.4804346561,-1.4038804770,-0.2912297547,1.1057641506,0.1104782596,1.6907125711,2.8247175217,0.9781648517,1.4091173410,1.4306600094,-1.0086643696,-0.4636609852,0.2141205668,-1.2412731647,0.1860480309,1.1985164881,,,
12.3671875000,0,0.3740376234,-1.4688414335,0.4139844775,0.1033485830,0.1176441088,2.4293882847,1.1087769270,2.0142638683,2.2464833260,-0.0378747508,0.9510206580,-0.6547082663,-1.5926233530,-0.0912715420,-1.6728105545,-0.3253459930,,,
12.3710937500,0,0.2200519592,-1.2517620325,0.7017687559,-0.8376703262,1.1405811310,1.0878576040,1.2108253241,2.6452243328,0.7064445615,2.1515152454,-0.1029018834,-0.1268445104,-0.6371508837,-2.2060329914,-0.5993410945,-2.3517839909,,,
12.3750000000,0,0.0331158489,-0.7933391929,0.4099695981,-0.8436448574,1.3385146856,-0.1202013344,2.2976968288,0.6567302942,2.3987288475,0.6933887601,1.2129774094,-0.1148719415,-0.7377630472,-1.0533114672,-2.3100972176,-1.2236881256,,,
12.3789062500,0,-0.1697587222,-0.1984004825,-0.2657456100,0.0291147698,0.1381294429,0.6978240609,0.7986167073,1.3464334011,1.1281673908,1.3849025965,0.6652442813,0.5900018215,-0.5093647838,-0.6477707028,-1.7520179749,-1.5416978598,,,
12.3828125000,0,-0.3703790903,0.3927002847,-0.8890883327,0.8552392125,-0.8823946118,1.3055074215,-0.3786750138,1.4900958538,0.2843518853,1.1340042353,0.6810283661,0.1684495211,0.5752604604,-1.1254904270,0.0739632249,-2.1823475361,,,
12.3867187500,0,-0.5506475568,0.8424046040,-1.0446677208,0.7874687910,-0.3647542298,-0.0630434975,0.8036997318,-0.7209967971,1.2508500814,-0.4205909669,0.5153620839,0.5010469556,-0.6555573344,0.9424484372,-1.1266511679,0.2549449205,,,
12.3906250000,0,-0.6938305497,1.0534875393,-0.5872368813,-0.0772115067,0.7869576216,-1.0669299364,0.3929907680,-0.0180380885,-1.1684253216,0.6179902554,-0.7963432670,-0.6203508377,0.7218897343,-0.9775416851,0.4649960697,0.7202205062,,,
12.3945312500,0,-0.7857328653,0.9955256581,0.2705829144,-0.7969755530,0.7798858881,0.0058733877,-1.3551443815,0.0861738324,-0.5509849191,-1.9401839972,-0.3539270163,-0.5577374101,-1.7180978060,0.1583798826,0.4336817563,-0.5740423203,,,
12.3984375000,0,-0.8156947494,0.7130417824,1.0846402645,-0.5485812426,-0.3548853695,0.7727022171,-0.5631980300,-1.8650356531,-0.7593480945,-0.6950309277,-2.3708817959,-1.9222559929,-0.3270496428,-0.9867637157,-1.4167485237,0.5879759192,,,
