Time:256Hz,Epoch,Oscillator 1,Oscillator 2,Oscillator 3,Oscillator 4,Label,Stage
5.19140625,0,1.0634820461,-0.3807853162,-0.8947809935,0.4138532579,p,stimuli
5.1953125,0,1.0239603519,-0.7276636958,-0.2577949464,0.3498407602,p,stimuli
5.19921875,0,0.924022913,-0.8388504982,0.4511273205,-0.6239295602,p,stimuli
5.203125,0,0.7743611336,-0.6698787212,0.7904743552,-1.6740931273,p,stimuli
5.20703125,0,0.5891934633,-0.2513574958,0.5506413579,-1.8569520712,p,stimuli
5.2109375,0,0.3852666914,0.3192778826,-0.1207840517,-1.0796588659,p,stimuli
5.21484375,0,0.1806812882,0.9043140411,-0.8078482747,-0.1938419491,p,stimuli
5.21875,0,-0.0063782441,1.3633304834,-1.0759729147,-0.1260982752,p,stimuli
5.22265625,0,-0.1589186043,1.5914987326,-0.7330604196,-0.9332464337,p,stimuli
5.2265625,0,-0.2623302341,1.5481142998,0.0543945245,-1.7470194101,p,stimuli
5.23046875,0,-0.3054135442,1.2675434351,0.8597370386,-1.6645630598,p,stimuli
5.234375,0,-0.2811675966,0.8495865464,1.2502149343,-0.6752412319,p,stimuli
5.23828125,0,-0.1872858107,0.4319019318,1.0445817709,0.322863549,p,stimuli
5.2421875,0,-0.0263246801,0.1520487815,0.4200287461,0.4338212013,p,stimuli
5.24609375,0,0.1944669634,0.1095550954,-0.1955455989,-0.3278130591,p,stimuli
5.25,0,0.463645637,0.3384086192,-0.3813893795,-1.0585112572,p,stimuli
5.25390625,0,0.7663635612,0.7975122929,0.0225551464,-0.8949082494,p,stimuli
5.2578125,0,1.0853962898,1.3817220926,0.8182588816,0.0984889567,p,stimuli
5.26171875,0,1.4023364782,1.9504449368,1.5667173862,0.9897483587,p,stimuli
5.265625,0,1.6988694668,2.3659591675,1.8494764566,0.9265983105,p,stimuli
5.26953125,0,1.9580436945,2.530960083,1.518009305,0.0031953899,p,stimuli
5.2734375,0,2.1654446125,2.4150385857,0.7816541791,-0.8384004235,p,stimuli
5.27734375,0,2.3101935387,2.062841177,0.0814810246,-0.7713401914,p,stimuli
5.28125,0,2.3856980801,1.5816739798,-0.1743714958,0.0718565732,p,stimuli
5.28515625,0,2.3901062012,1.1119513512,0.144595027,0.7361238003,p,stimuli
5.2890625,0,2.3264274597,0.7885887027,0.8130145073,0.4218810201,p,stimuli
5.29296875,0,2.2023172379,0.7039223313,1.3847575188,-0.6945541501,p,stimuli
5.296875,0,2.0295360088,0.8823189139,1.4604634047,-1.6360920668,p,stimuli
5.30078125,0,1.8231238127,1.2734358311,0.9273072481,-1.6168817282,p,stimuli
5.3046875,0,1.6003446579,1.7659782171,0.0274282023,-0.8384101987,p,stimuli
5.30859375,0,1.3794777393,2.218184948,-0.7859708071,-0.2769756019,p,stimuli
5.3125,0,1.1785364151,2.4966859818,-1.1187108755,-0.6798096895,p,stimuli
5.31640625,0,1.0140078068,2.5130836964,-0.8702192307,-1.7952299118,p,stimuli
5.3203125,0,0.899697721,2.2482309341,-0.2921749055,-2.6232161522,p,stimuli
5.32421875,0,0.8457630277,1.7575519085,0.163864553,-2.4307713509,p,stimuli
5.328125,0,0.857999742,1.1559466124,0.1185871586,-1.4954328537,p,stimuli
5.33203125,0,0.9374341369,0.5864162445,-0.5061709881,-0.8178735375,p,stimuli
5.3359375,0,1.0802479982,0.1810056865,-1.4388390779,-1.0972282887,p,stimuli
5.33984375,0,1.2780412436,0.0247688144,-2.2189679146,-2.015614748,p,stimuli
5.34375,0,1.5184144974,0.1326287389,-2.4712510109,-2.5625360012,p,stimuli
5.34765625,0,1.7858314514,0.4454753697,-2.1286690235,-2.0679090023,p,stimuli
5.3515625,0,2.0626993179,0.8465671539,-1.4711817503,-0.8887941241,p,stimuli
5.35546875,0,2.3305945396,1.1937404871,-0.9568265676,-0.0484749302,p,stimuli
5.359375,0,2.5715444088,1.3585966825,-0.9463827014,-0.1963233799,p,stimuli
5.36328125,0,2.7692806721,1.2619255781,-1.486482501,-0.950430274,p,stimuli
5.3671875,0,2.9103717804,0.8956540227,-2.2810518742,-1.2940829992,p,stimuli
5.37109375,0,2.9851596355,0.3253024817,-2.8681924343,-0.6209918857,p,stimuli
5.375,0,2.9884328842,-0.3277261257,-2.8966042995,0.6383303404,p,stimuli
5.37890625,0,2.9197897911,-0.9191730022,-2.3360395432,1.4489314556,p,stimuli
5.3828125,0,2.7836675644,-1.321216464,-1.4957717657,1.221265316,p,stimuli
5.38671875,0,2.5890336037,-1.457264185,-0.8400178552,0.4067033827,p,stimuli
5.390625,0,2.3487606049,-1.322711587,-0.710814476,0.0308225192,p,stimuli
5.39453125,0,2.0787324905,-0.9859788418,-1.1242651939,0.6412639022,p,stimuli
5.3984375,0,1.7967361212,-0.5695444345,-1.7621344328,1.744738698,p,stimuli
5.40234375,0,1.5212255716,-0.2161755413,-2.1637969017,2.3082199097,p,stimuli
5.40625,0,1.2700366974,-0.0496115461,-2.0035812855,1.8126016855,p,stimuli
5.41015625,0,1.0591465235,-0.1404786855,-1.2874127626,0.7829005122,p,stimuli
5.4140625,0,0.9015627503,-0.4867783487,-0.3509820104,0.2535600662,p,stimuli
5.41796875,0,0.8064202666,-1.014298439,0.3395028412,0.7148090601,p,stimuli
5.421875,0,0.7783477902,-1.5968359709,0.4647111595,1.615904808,p,stimuli
5.42578125,0,0.8171499372,-2.0906891823,0.0416760333,1.9323824644,p,stimuli
5.4296875,0,0.9178248048,-2.373967886,-0.5880507231,1.21786654,p,stimuli
5.43359375,0,1.0709182024,-2.3799469471,-0.9644494057,0.0661518797,p,stimuli
5.4375,0,1.2631875277,-2.1153247356,-0.7858819366,-0.4885435402,p,stimuli
5.44140625,0,1.4785312414,-1.6583787203,-0.0909456909,-0.0209666267,p,stimuli
5.4453125,0,1.6991168261,-1.1375288963,0.7635809183,0.8574873805,p,stimuli
5.44921875,0,1.9066302776,-0.6961786747,1.3155162334,1.1292824745,p,stimuli
5.453125,0,2.0835595131,-0.4534729719,1.2733900547,0.4153547585,p,stimuli
5.45703125,0,2.2144217491,-0.4717251062,0.6905806065,-0.6331022382,p,stimuli
5.4609375,0,2.2868499756,-0.7394407392,-0.0667869002,-0.995934248,p,stimuli
5.46484375,0,2.2924616337,-1.1745896339,-0.5389564037,-0.323251754,p,stimuli
5.46875,0,2.227449894,-1.6472272873,-0.4474772811,0.7085409164,p,stimuli
5.47265625,0,2.0928571224,-2.0152657032,0.1386516541,1.0874290466,p,stimuli
5.4765625,0,1.894508481,-2.1635878086,0.8450978398,0.4978801012,p,stimuli
5.48046875,0,1.6426131725,-2.0357832909,1.2173349857,-0.3595424891,p,stimuli
5.484375,0,1.3510601521,-1.6498075724,0.9939801097,-0.4873285294,p,stimuli
5.48828125,0,1.0364568233,-1.0932681561,0.2646377385,0.385577172,p,stimuli
5.4921875,0,0.7169787288,-0.4996312559,-0.5822889805,1.5213596821,p,stimuli
5.49609375,0,0.4111095965,-0.011864231,-1.0906031132,1.9205081463,p,stimuli
5.5,0,0.1363600194,0.2565205395,-1.0078524351,1.3358232975,p,stimuli
5.50390625,0,-0.0919458568,0.2523480058,-0.4348489642,0.5180381536,p,stimuli
5.5078125,0,-0.2617313564,-0.0028737101,0.236320585,0.4424877465,p,stimuli
5.51171875,0,-0.3650017679,-0.4190734923,0.5586416125,1.3067778349,p,stimuli
5.515625,0,-0.398394227,-0.8625237346,0.2993261516,2.3232395649,p,stimuli
5.51953125,0,-0.3634046614,-1.1927051544,-0.4194175005,2.5183250904,p,stimuli
5.5234375,0,-0.2662759721,-1.3010243177,-1.192317009,1.7228204012,p,stimuli
5.52734375,0,-0.1175553426,-1.1407706738,-1.5726276636,0.7418548465,p,stimuli
5.53125,0,0.0686485395,-0.740100503,-1.3387513161,0.531211555,p,stimuli
5.53515625,0,0.2756565809,-0.1944885552,-0.6262608171,1.2211265564,p,stimuli
5.5390625,0,0.4853893518,0.3592864871,0.1537054777,1.9844557047,p,stimuli
5.54296875,0,0.6796347499,0.7804938555,0.5608069897,1.8837999105,p,stimuli
5.546875,0,0.8413246274,0.9629039168,0.3891037405,0.8324519396,p,stimuli
5.55078125,0,0.9557318091,0.8638055921,-0.2099370211,-0.312246114,p,stimuli
5.5546875,0,1.0115029812,0.5156353712,-0.8186764717,-0.6186356544,p,stimuli
5.55859375,0,1.0014569759,0.0170318168,-1.0041444302,-0.0256239995,p,stimuli
5.5625,0,0.9230912328,-0.4942317903,-0.5782755613,0.6019368768,p,stimuli
5.56640625,0,0.7787621021,-0.879019022,0.288297385,0.3636790812,p,stimuli
5.5703125,0,0.575525701,-1.034952879,1.1670510769,-0.7495763302,p,stimuli
5.57421875,0,0.3246514797,-0.9244421124,1.6266481876,-1.839414835,p,stimuli
5.578125,0,0.0408408642,-0.5849294066,1.4895825386,-2.0107226372,p,stimuli
5.58203125,0,-0.258793056,-0.1185544133,0.9367569685,-1.2799373865,p,stimuli
5.5859375,0,-0.5559146404,0.3359357119,0.3974106014,-0.5533809066,p,stimuli
5.58984375,0,-0.8322403431,0.6413280964,0.2903389633,-0.6979724765,p,stimuli
5.59375,0,-1.0708097219,0.6996840835,0.771389842,-1.6534041166,p,stimuli
5.59765625,0,-1.2571651936,0.4793326855,1.6384603977,-2.4924793243,p,stimuli
5.6015625,0,-1.3803565502,0.0237176754,2.4509139061,-2.3680360317,p,stimuli
5.60546875,0,-1.4337023497,-0.5603276491,2.7919461727,-1.3794739246,p,stimuli
5.609375,0,-1.4152532816,-1.1316661835,2.5168383121,-0.473958075,p,stimuli
5.61328125,0,-1.3279258013,-1.5533337593,1.838475585,-0.4830781519,p,stimuli
5.6171875,0,-1.1792974472,-1.7298631668,1.198953867,-1.2785420418,p,stimuli
5.62109375,0,-0.9810765982,-1.633228898,1.0041666031,-1.9088951349,p,stimuli
5.625,0,-0.7482855916,-1.3103022575,1.380308032,-1.5774341822,p,stimuli
5.62890625,0,-0.4982121587,-0.8697783351,2.0980973244,-0.4624657631,p,stimuli
5.6328125,0,-0.2492035776,-0.4521570206,2.7101006508,0.457962811,p,stimuli
5.63671875,0,-0.0193874855,-0.1910102069,2.8189268112,0.3981356323,p,stimuli
5.640625,0,0.1745918393,-0.1761507243,2.3157060146,-0.4392758608,p,stimuli
5.64453125,0,0.3187333941,-0.4288006723,1.4460483789,-1.0758441687,p,stimuli
5.6484375,0,0.402654618,-0.8955663443,0.6639740467,-0.7613611221,p,stimuli
5.65234375,0,0.4203139544,-1.4628731012,0.3612548411,0.2562474906,p,stimuli
5.65625,0,0.3704303503,-1.9879057407,0.6342037916,0.9814195633,p,stimuli
5.66015625,0,0.256570369,-2.3375768661,1.2275216579,0.6861661077,p,stimuli
5.6640625,0,0.0868970081,-2.4248445034,1.6887927055,-0.3466536999,p,stimuli
5.66796875,0,-0.1264022738,-2.232426405,1.6410902739,-1.110994935,p,stimuli
5.671875,0,-0.3679686785,-1.8174135685,1.0104317665,-0.9025231004,p,stimuli
5.67578125,0,-0.6203464866,-1.2955212593,0.071855776,-0.0342472531,p,stimuli
5.6796875,0,-0.865203917,-0.8092911243,-0.7135030031,0.487751931,p,stimuli
5.68359375,0,-1.0846158266,-0.488963753,-0.9728244543,-0.0028109844,p,stimuli
5.6875,0,-1.2623176575,-0.416744411,-0.643225491,-1.1459004879,p,stimuli
5.69140625,0,-1.3848445415,-0.6042558551,-0.0079290727,-1.9162638187,p,stimuli
5.6953125,0,-1.4424746037,-0.9893585443,0.4746487737,-1.6636660099,p,stimuli
5.69921875,0,-1.4299128056,-1.4532099962,0.4465302527,-0.7702575922,p,stimuli
5.703125,0,-1.3466646671,-1.8528863192,-0.1345336437,-0.2540471554,p,stimuli
5.70703125,0,-1.1970770359,-2.0606269836,-0.9690396786,-0.7236381173,p,stimuli
5.7109375,0,-0.9900401831,-1.9989442825,-1.5945715904,-1.7518355846,p,stimuli
5.71484375,0,-0.7383742929,-1.6619765759,-1.6624283791,-2.3079652786,p,stimuli
5.71875,0,-0.4579413533,-1.117229104,-1.1464112997,-1.8075886965,p,stimuli
5.72265625,0,-0.1665453613,-0.4872274697,-0.3587549031,-0.7077944875,p,stimuli
5.7265625,0,0.1173025668,0.0838920996,0.2363445908,-0.0402407534,p,stimuli
5.73046875,0,0.3756685257,0.4696989954,0.2999613583,-0.3588077426,p,stimuli
5.734375,0,0.5924396515,0.5959177017,-0.1795454025,-1.176450491,p,stimuli
5.73828125,0,0.7544409037,0.4605709016,-0.8806734681,-1.4662384987,p,stimuli
5.7421875,0,0.8523468971,0.1342969984,-1.3425582647,-0.7148140669,p,stimuli
5.74609375,0,0.8813251257,-0.2592425942,-1.2423362732,0.5476523042,p,stimuli
5.75,0,0.8413660526,-0.5774947405,-0.5899854302,1.2823803425,p,stimuli
5.75390625,0,0.7372765541,-0.6983281374,0.2760531306,0.9957599044,p,stimuli
5.7578125,0,0.5783376694,-0.5537516475,0.8898856044,0.236155048,p,stimuli
5.76171875,0,0.3776502609,-0.1487951726,0.9354861975,0.0266681481,p,stimuli
5.765625,0,0.1512145549,0.4396249056,0.4343141317,0.8133641481,p,stimuli
5.76953125,0,-0.0831929147,1.0835462809,-0.2690749466,2.0032391548,p,stimuli
5.7734375,0,-0.3072657585,1.6387979984,-0.7147757411,2.5639748573,p,stimuli
5.77734375,0,-0.5034512877,1.984287858,-0.6042152047,2.0732340813,p,stimuli
5.78125,0,-0.6561812758,2.0549759865,0.0199251845,1.1461623907,p,stimuli
5.78515625,0,-0.7529646158,1.8594977856,0.798301816,0.8046781421,p,stimuli
5.7890625,0,-0.7852645516,1.4776085615,1.2693135738,1.4326930046,p,stimuli
5.79296875,0,-0.7491008639,1.0381530523,1.1449570656,2.3841962814,p,stimuli
5.796875,0,-0.6453336477,0.6835972667,0.4829743803,2.6444001198,p,stimuli
5.80078125,0,-0.4796094894,0.530846417,-0.3477751017,1.8687484264,p,stimuli
5.8046875,0,-0.2619737387,0.639087379,-0.8879829645,0.738681376,p,stimuli
5.80859375,0,-0.0061758631,0.9934715629,-0.8624745011,0.2707126141,p,stimuli
5.8125,0,0.271283716,1.5091097355,-0.3443053067,0.7841793299,p,stimuli
5.81640625,0,0.5522989035,2.0542852879,0.2898708284,1.5815466642,p,stimuli
5.8203125,0,0.8184152842,2.4865238667,0.5864205956,1.66749084,p,stimuli
5.82421875,0,1.0521122217,2.6916344166,0.2876245379,0.7722052932,p,stimuli
5.828125,0,1.2380199432,2.615021944,-0.5125794411,-0.3662903011,p,stimuli
5.83203125,0,1.3639866114,2.2766871452,-1.4232833385,-0.749373138,p,stimuli
5.8359375,0,1.4219224453,1.7658073902,-1.9890158176,-0.1317701787,p,stimuli
5.83984375,0,1.4083588123,1.216376543,-1.9607447386,0.7329605222,p,stimuli
5.84375,0,1.3246878386,0.7705847025,-1.4432457685,0.8659156561,p,stimuli
5.84765625,0,1.1770612001,0.5399703979,-0.8306335211,0.0652986094,p,stimuli
5.8515625,0,0.9759586453,0.5749925971,-0.5686927438,-0.8859326839,p,stimuli
5.85546875,0,0.7354547977,0.8513594866,-0.8863515854,-1.0193185806,p,stimuli
5.859375,0,0.4722351432,1.2768598795,-1.657112956,-0.1708872616,p,stimuli
5.86328125,0,0.2044307142,1.7168236971,-2.4734449387,0.8491060138,p,stimuli
5.8671875,0,-0.0496477075,2.0312311649,-2.8896167278,1.0801126957,p,stimuli
5.87109375,0,-0.2727877796,2.1132979393,-2.6876027584,0.3876598179,p,stimuli
5.875,0,-0.4500766695,1.9189614058,-2.0068633556,-0.4047073424,p,stimuli
5.87890625,0,-0.5699414611,1.4791808128,-1.2603110075,-0.3624368012,p,stimuli
5.8828125,0,-0.6249563694,0.8916826844,-0.8867877126,0.5992329121,p,stimuli
5.88671875,0,-0.6123603582,0.2944076657,-1.0882698298,1.6220710278,p,stimuli
5.890625,0,-0.5342490673,-0.1720631719,-1.7091501951,1.7746767998,p,stimuli
5.89453125,0,-0.3974277079,-0.4028086662,-2.3298773766,0.9973449111,p,stimuli
5.8984375,0,-0.2129354626,-0.3570983708,-2.5188741684,0.1573505849,p,stimuli
5.90234375,0,0.0047261668,-0.069337666,-2.091881752,0.1584193558,p,stimuli
5.90625,0,0.2386064231,0.3605716228,-1.2234288454,1.0139509439,p,stimuli
5.91015625,0,0.4704896808,0.7948102951,-0.343654871,1.8305448294,p,stimuli
5.9140625,0,0.6821683645,1.0956009626,0.1177563444,1.7187649012,p,stimuli
5.91796875,0,0.8567155004,1.1631412506,-0.0127574829,0.7011694312,p,stimuli
5.921875,0,0.9796684384,0.9631143808,-0.5504233837,-0.3096230626,p,stimuli
5.92578125,0,1.0400412083,0.536233902,-1.0645385981,-0.440462172,p,stimuli
5.9296875,0,1.0310940742,-0.0127922446,-1.1381559372,0.2543359697,p,stimuli
5.93359375,0,0.9508081675,-0.5438571572,-0.619523108,0.8531909585,p,stimuli
5.9375,0,0.8020308614,-0.9197718501,0.2853114009,0.5140213966,p,stimuli
5.94140625,0,0.59228158,-1.0438039303,1.1342101097,-0.6594319344,p,stimuli
5.9453125,0,0.3332329988,-0.8861497641,1.512132287,-1.7166081667,p,stimuli
5.94921875,0,0.0399021618,-0.4920860827,1.2782384157,-1.8236018419,p,stimuli
5.953125,0,-0.2703909874,0.0304345433,0.6489865184,-1.107499361,p,stimuli
5.95703125,0,-0.5792255998,0.5403428078,0.0674862489,-0.5196262002,p,stimuli
5.9609375,0,-0.868358314,0.9020667076,-0.062640138,-0.8576003909,p,stimuli
5.96484375,0,-1.1209892035,1.0226174593,0.380476892,-1.9450680017,p,stimuli
5.96875,0,-1.3229268789,0.876984477,1.1636338234,-2.8069519997,p,stimuli
5.97265625,0,-1.46357131,0.5148789287,1.8380848169,-2.6614274979,p,stimuli
5.9765625,0,-1.5366462469,0.0469805598,2.0083799362,-1.7157834768,p,stimuli
5.98046875,0,-1.5406298637,-0.3855429888,1.5695334673,-0.9535521865,p,stimuli
5.984375,0,-1.4788538218,-0.6498888135,0.7705098391,-1.1303211451,p,stimuli
5.98828125,0,-1.3592637777,-0.6581931114,0.0659948289,-2.0036592484,p,stimuli
5.9921875,0,-1.193857789,-0.3918018639,-0.1548092961,-2.5834732056,p,stimuli
5.99609375,0,-0.9978422523,0.0934155881,0.1999968141,-2.1470308304,p,stimuli
6.0,0,-0.7885642648,0.6821688414,0.8713542819,-0.981998682,p,stimuli
6.00390625,0,-0.5842941403,1.2311270237,1.4058512449,-0.0985422432,p,stimuli
6.0078125,0,-0.40294379,1.6079796553,1.4287874699,-0.2042679638,p,stimuli
6.01171875,0,-0.2608103454,1.7274734974,0.8701631427,-0.9885211587,p,stimuli
6.015625,0,-0.1714317203,1.5745534897,0.0082434062,-1.4466394186,p,stimuli
6.01953125,0,-0.144635275,1.2082633972,-0.6954212189,-0.9127876163,p,stimuli
6.0234375,0,-0.1858448386,0.7453442812,-0.8707712889,0.2535713017,p,stimuli
6.02734375,0,-0.295694977,0.3280236721,-0.4593195021,1.028808713,p,stimuli
6.03125,0,-0.4699793756,0.0848284364,0.2522071004,0.7653029561,p,stimuli
6.03515625,0,-0.6999367476,0.0951619893,0.8047775626,-0.1513521671,p,stimuli
6.0390625,0,-0.972854495,0.3673564792,0.842961967,-0.6990760565,p,stimuli
6.04296875,0,-1.2729482651,0.8362169266,0.3286060989,-0.2647385597,p,stimuli
6.046875,0,-1.5824552774,1.3807319403,-0.4356828332,0.7293152809,p,stimuli
6.05078125,0,-1.882866621,1.857098937,-0.9873154163,1.2574459314,p,stimuli
6.0546875,0,-2.1562106609,2.1380133629,-0.9805307984,0.7402360439,p,stimuli
6.05859375,0,-2.3863003254,2.147456646,-0.3934991658,-0.3604753017,p,stimuli
6.0625,0,-2.5598552227,1.8814462423,0.4582900107,-1.0088027716,p,stimuli
6.06640625,0,-2.6674215794,1.4090669155,1.1103758812,-0.6473417282,p,stimuli
6.0703125,0,-2.7040262222,0.8534957767,1.2266458273,0.239587456,p,stimuli
6.07421875,0,-2.6695165634,0.3582259417,0.7995951176,0.6269137859,p,stimuli
6.078125,0,-2.5685670376,0.0477440357,0.1536374688,0.0021843193,p,stimuli
6.08203125,0,-2.4103474617,-0.0065601994,-0.2504898906,-1.1045906544,p,stimuli
6.0859375,0,-2.207878828,0.1940901428,-0.0930851623,-1.6559275389,p,stimuli
6.08984375,0,-1.9771203995,0.5762663484,0.611497879,-1.1606222391,p,stimuli
6.09375,0,-1.7358531952,1.0145522356,1.5217746496,-0.1704305112,p,stimuli
6.09765625,0,-1.5024358034,1.3660309315,2.1718876362,0.2873246968,p,stimuli
6.1015625,0,-1.2945204973,1.5095883608,2.2488298416,-0.2383398414,p,stimuli
6.10546875,0,-1.1278188229,1.3792594671,1.778178215,-1.159933567,p,stimuli
6.109375,0,-1.0150033236,0.9824769497,1.1071619987,-1.4511160851,p,stimuli
6.11328125,0,-0.964820981,0.3982204199,0.69524014,-0.6957857013,p,stimuli
6.1171875,0,-0.9814809561,-0.2444301993,0.8376102448,0.4846879542,p,stimuli
6.12109375,0,-1.0643591881,-0.8014587164,1.4872335196,1.0624376535,p,stimuli
6.125,0,-1.2080403566,-1.1531603336,2.2819645405,0.6480711699,p,stimuli
6.12890625,0,-1.4026941061,-1.2367175817,2.7605645657,-0.1172855422,p,stimuli
6.1328125,0,-1.6347597837,-1.0631783009,2.6382753849,-0.2230185568,p,stimuli
6.13671875,0,-1.8878914118,-0.7141852379,1.9769642353,0.6721163988,p,stimuli
6.140625,0,-2.144097805,-0.3193549216,1.1479713917,1.8843995333,p,stimuli
6.14453125,0,-2.3849966526,-0.0205089506,0.6099100113,2.3961913586,p,stimuli
6.1484375,0,-2.5930976868,0.0674385503,0.6344597936,1.8882017136,p,stimuli
6.15234375,0,-2.7530226707,-0.1117857844,1.1443332434,1.0591152906,p,stimuli
6.15625,0,-2.8525798321,-0.5401591063,1.760420084,0.9064120054,p,stimuli
6.16015625,0,-2.8836145401,-1.1300774813,2.029866457,1.7029923201,p,stimuli
6.1640625,0,-2.8425815105,-1.7481521368,1.6985014677,2.7148122787,p,stimuli
6.16796875,0,-2.7307927608,-2.2515649796,0.8644683957,2.9480037689,p,stimuli
6.171875,0,-2.5543298721,-2.5270240307,-0.0789574161,2.1626341343,p,stimuli
6.17578125,0,-2.3236231804,-2.521641016,-0.6771561503,1.1179302931,p,stimuli
6.1796875,0,-2.0527265072,-2.2572720051,-0.6846076846,0.7985427976,p,stimuli
6.18359375,0,-1.7583426237,-1.8243914843,-0.2100959718,1.4119064808,p,stimuli
6.1875,0,-1.4586609602,-1.3571798801,0.3502333164,2.1804535389,p,stimuli
6.19140625,0,-1.1720945835,-0.9966531992,0.5518435836,2.140717268,p,stimuli
6.1953125,0,-0.916000247,-0.8519408703,0.1696844399,1.133123517,p,stimuli
6.19921875,0,-0.705473423,-0.9703255296,-0.6654530168,-0.0284842998,p,stimuli
6.203125,0,-0.5523005128,-1.3242549896,-1.5437783003,-0.3809397817,p,stimuli
6.20703125,0,-0.464142561,-1.8188875914,-2.0205609798,0.2118179798,p,stimuli
6.2109375,0,-0.4440068007,-2.3181025982,-1.8812981844,0.9268203974,p,stimuli
6.21484375,0,-0.4900427759,-2.6818463802,-1.269240737,0.8291134834,p,stimuli
6.21875,0,-0.5956776738,-2.804577589,-0.5989379883,-0.1674405932,p,stimuli
6.22265625,0,-0.7500811219,-2.6442787647,-0.3075779974,-1.2069576979,p,stimuli
