Time:256Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Event Id,Event Date,Event Duration
8.0390625000,0,4196.7949218750,3503.5898437500,4242.5639648438,4245.2563476563,4241.9228515625,4241.7949218750,4241.2822265625,4243.2050781250,4240.3847656250,4247.6923828125,4248.5898437500,4254.3588867188,4249.2309570313,4243.0771484375,4197.5639648438,3503.9743652344,,,
8.0429687500,0,4243.0771484375,4244.4873046875,4243.0771484375,4242.0512695313,4241.1538085938,4242.1796875000,4240.7690429688,4247.3076171875,4245.1284179688,4254.8715820313,4250.5126953125,4244.3588867188,4197.0512695313,3504.7436523438,4241.9228515625,4243.8461914063,,,
8.0468750000,0,4243.9741210938,4242.4360351563,4241.2822265625,4241.9228515625,4240.1284179688,4245.6411132813,4241.0258789063,4255.0000000000,4249.7436523438,4246.4101562500,4195.7690429688,3505.1281738281,4240.3847656250,4243.7177734375,4244.2309570313,4242.4360351563,,,
8.0507812500,0,4241.2822265625,4242.3076171875,4238.5898437500,4244.8715820313,4239.8715820313,4255.0000000000,4248.5898437500,4248.5898437500,4195.0000000000,3504.4870605469,4239.4873046875,4243.4614257813,4244.3588867188,4241.7949218750,4241.0258789063,4242.8203125000,,,
8.0546875000,0,4236.9228515625,4245.8974609375,4242.1796875000,4255.1284179688,4248.2050781250,4249.8715820313,4195.2563476563,3502.9487304688,4240.1284179688,4242.9487304688,4244.2309570313,4240.7690429688,4240.8974609375,4243.2050781250,4236.4101562500,4247.4360351563,,,
8.0585937500,0,4244.8715820313,4255.3847656250,4248.7177734375,4249.1025390625,4196.2822265625,3502.0512695313,4241.5385742188,4242.3076171875,4243.8461914063,4239.8715820313,4241.0258789063,4243.3334960938,4237.4360351563,4247.6923828125,4245.0000000000,4255.6411132813,,,
8.0625000000,0,4248.8461914063,4246.7949218750,4197.4360351563,3502.5642089844,4242.6923828125,4242.3076171875,4243.2050781250,4239.8715820313,4241.4101562500,4243.0771484375,4239.3588867188,4246.6665039063,4243.3334960938,4255.6411132813,4248.3334960938,4244.2309570313,,,
8.0664062500,0,4197.6923828125,3504.3588867188,4242.8203125000,4242.8203125000,4242.8203125000,4240.8974609375,4241.6665039063,4242.6923828125,4241.0258789063,4246.0258789063,4242.6923828125,4255.7690429688,4247.6923828125,4242.9487304688,4197.0512695313,3506.1538085938,,,
8.0703125000,0,4242.0512695313,4243.4614257813,4242.6923828125,4242.4360351563,4241.6665039063,4242.0512695313,4241.9228515625,4246.5385742188,4244.3588867188,4256.0258789063,4247.8203125000,4243.7177734375,4196.0258789063,3506.5385742188,4241.2822265625,4244.1025390625,,,
8.0742187500,0,4242.8203125000,4242.9487304688,4241.9228515625,4242.0512695313,4242.1796875000,4247.5639648438,4246.1538085938,4256.4101562500,4249.1025390625,4244.8715820313,4195.3847656250,3505.6411132813,4241.4101562500,4244.8715820313,4243.0771484375,4242.1796875000,,,
8.0781250000,0,4242.4360351563,4242.6923828125,4242.4360351563,4247.5639648438,4246.0258789063,4256.5385742188,4250.7690429688,4245.1284179688,4195.5126953125,3504.4870605469,4241.9228515625,4245.8974609375,4243.2050781250,4240.8974609375,4242.8203125000,4243.7177734375,,,
8.0820312500,0,4242.4360351563,4246.9228515625,4244.6152343750,4256.5385742188,4251.9228515625,4243.8461914063,4196.2822265625,3504.1025390625,4242.1796875000,4246.1538085938,4242.9487304688,4240.8974609375,4242.5639648438,4243.9741210938,4241.9228515625,4247.3076171875,,,
8.0859375000,0,4244.3588867188,4256.1538085938,4251.6665039063,4242.6923828125,4196.6665039063,3504.4870605469,4241.4101562500,4245.2563476563,4242.4360351563,4242.3076171875,4242.0512695313,4243.2050781250,4241.5385742188,4249.3588867188,4246.2822265625,4255.6411132813,,,
8.0898437500,0,4250.3847656250,4243.2050781250,4196.5385742188,3504.6154785156,4240.3847656250,4243.3334960938,4242.0512695313,4243.9741210938,4242.1796875000,4242.0512695313,4241.6665039063,4251.5385742188,4248.4614257813,4255.0000000000,4248.7177734375,4245.1284179688,,,
8.0937500000,0,4195.6411132813,3503.8461914063,4239.7436523438,4241.6665039063,4242.1796875000,4244.1025390625,4243.2050781250,4241.6665039063,4242.3076171875,4251.1538085938,4248.0771484375,4254.3588867188,4247.8203125000,4246.9228515625,4194.6152343750,3502.5642089844,,,
8.0976562500,0,4239.7436523438,4241.4101562500,4243.0771484375,4242.5639648438,4244.6152343750,4241.7949218750,4242.4360351563,4248.2050781250,4245.6411132813,4254.1025390625,4248.4614257813,4247.3076171875,4194.4873046875,3501.5385742188,4240.2563476563,4243.3334960938,,,
8.1015625000,0,4244.3588867188,4240.7690429688,4245.0000000000,4242.1796875000,4241.4101562500,4245.3847656250,4243.9741210938,4254.3588867188,4250.5126953125,4246.1538085938,4195.2563476563,3501.4101562500,4240.8974609375,4246.1538085938,4245.3847656250,4240.2563476563,,,
8.1054687500,0,4244.3588867188,4240.7690429688,4245.0000000000,4242.1796875000,4241.4101562500,4245.3847656250,4243.9741210938,4254.3588867188,4250.5126953125,4246.1538085938,4195.2563476563,3501.4101562500,4240.8974609375,4246.1538085938,4245.3847656250,4240.2563476563,,,
8.1093750000,0,4244.3588867188,4240.7690429688,4245.0000000000,4242.1796875000,4241.4101562500,4245.3847656250,4243.9741210938,4254.3588867188,4250.5126953125,4246.1538085938,4195.2563476563,3501.4101562500,4240.8974609375,4246.1538085938,4245.3847656250,4240.2563476563,,,
8.1132812500,0,4244.3588867188,4240.7690429688,4245.0000000000,4242.1796875000,4241.4101562500,4245.3847656250,4243.9741210938,4254.3588867188,4250.5126953125,4246.1538085938,4195.2563476563,3501.4101562500,4240.8974609375,4246.1538085938,4245.3847656250,4240.2563476563,,,
8.1171875000,0,4244.3588867188,4240.7690429688,4245.0000000000,4242.1796875000,4241.4101562500,4245.3847656250,4243.9741210938,4254.3588867188,4250.5126953125,4246.1538085938,4195.2563476563,3501.4101562500,4240.8974609375,4246.1538085938,4245.3847656250,4240.2563476563,,,
8.1210937500,0,4244.3588867188,4240.7690429688,4245.0000000000,4242.1796875000,4241.4101562500,4245.3847656250,4243.9741210938,4254.3588867188,4250.5126953125,4246.1538085938,4195.2563476563,3501.4101562500,4240.8974609375,4246.1538085938,4245.3847656250,4240.2563476563,,,
8.1250000000,0,4244.2309570313,4242.4360351563,4239.6152343750,4244.7436523438,4244.8715820313,4255.1284179688,4252.5639648438,4244.7436523438,4196.1538085938,3502.0512695313,4241.7949218750,4248.2050781250,4245.0000000000,4240.6411132813,4243.0771484375,4242.3076171875,,,
8.1289062500,0,4238.4614257813,4246.1538085938,4246.6665039063,4255.7690429688,4253.0771484375,4243.8461914063,4196.1538085938,3502.6923828125,4242.6923828125,4248.3334960938,4243.5898437500,4241.1538085938,4242.1796875000,4242.3076171875,4238.7177734375,4247.1796875000,,,
8.1328125000,0,4246.7949218750,4255.6411132813,4251.4101562500,4243.8461914063,4195.3847656250,3502.9487304688,4243.4614257813,4246.9228515625,4242.8203125000,4241.0258789063,4241.9228515625,4242.4360351563,4240.1284179688,4246.9228515625,4244.4873046875,4254.6152343750,,,
8.1367187500,0,4248.8461914063,4244.2309570313,4194.3588867188,3502.6923828125,4243.3334960938,4245.1284179688,4243.9741210938,4240.7690429688,4241.7949218750,4242.6923828125,4241.7949218750,4246.1538085938,4241.7949218750,4253.3334960938,4247.1796875000,4244.8715820313,,,
8.1406250000,0,4193.4614257813,3502.0512695313,4242.1796875000,4244.3588867188,4246.5385742188,4241.0258789063,4241.5385742188,4243.2050781250,4242.8203125000,4246.4101562500,4241.2822265625,4252.5639648438,4247.3076171875,4245.3847656250,4193.0771484375,3501.7949218750,,,
8.1445312500,0,4241.0258789063,4244.6152343750,4248.0771484375,4241.9228515625,4241.1538085938,4243.9741210938,4243.0771484375,4247.5639648438,4242.5639648438,4252.8203125000,4248.3334960938,4246.0258789063,4193.2050781250,3501.9230957031,4241.4101562500,4245.5126953125,,,
8.1484375000,0,4247.4360351563,4242.9487304688,4241.4101562500,4244.7436523438,4242.5639648438,4248.0771484375,4243.7177734375,4253.5898437500,4249.3588867188,4247.0512695313,4193.4614257813,3502.1794433594,4243.4614257813,4246.1538085938,4245.2563476563,4243.3334960938,,,
8.1523437500,0,4242.0512695313,4245.0000000000,4241.4101562500,4247.3076171875,4243.8461914063,4253.9741210938,4249.8715820313,4248.3334960938,4193.5898437500,3502.4357910156,4245.6411132813,4246.6665039063,4243.2050781250,4243.2050781250,4242.6923828125,4243.8461914063,,,
8.1562500000,0,4240.1284179688,4246.1538085938,4244.2309570313,4253.4614257813,4250.3847656250,4249.1025390625,4193.3334960938,3503.0769042969,4246.1538085938,4246.9228515625,4242.8203125000,4242.9487304688,4242.6923828125,4241.7949218750,4239.2309570313,4246.0258789063,,,
8.1601562500,0,4245.7690429688,4252.5639648438,4251.1538085938,4248.3334960938,4192.4360351563,3504.1025390625,4244.8715820313,4246.6665039063,4243.7177734375,4242.6923828125,4241.9228515625,4240.2563476563,4239.3588867188,4246.2822265625,4247.5639648438,4252.1796875000,,,
8.1640625000,0,4251.7949218750,4245.5126953125,4191.5385742188,3505.3845214844,4242.9487304688,4246.1538085938,4245.1284179688,4242.1796875000,4241.4101562500,4240.1284179688,4240.5126953125,4245.7690429688,4247.4360351563,4252.8203125000,4251.1538085938,4241.7949218750,,,
8.1679687500,0,4191.5385742188,3506.1538085938,4242.3076171875,4245.5126953125,4246.0258789063,4241.5385742188,4241.6665039063,4241.2822265625,4241.6665039063,4244.3588867188,4245.2563476563,4254.4873046875,4249.6152343750,4239.3588867188,4192.6923828125,3506.2819824219,,,
8.1718750000,0,4243.2050781250,4245.1284179688,4246.6665039063,4241.4101562500,4242.4360351563,4242.6923828125,4242.0512695313,4243.9741210938,4243.4614257813,4256.0258789063,4248.3334960938,4240.0000000000,4194.3588867188,3506.0256347656,4244.4873046875,4245.3847656250,,,
8.1757812500,0,4247.3076171875,4242.0512695313,4243.0771484375,4243.3334960938,4241.2822265625,4245.8974609375,4244.4873046875,4256.6665039063,4248.0771484375,4243.0771484375,4195.7690429688,3505.6411132813,4245.0000000000,4245.8974609375,4247.8203125000,4242.9487304688,,,
8.1796875000,0,4243.0771484375,4243.2050781250,4240.1284179688,4248.4614257813,4247.1796875000,4256.1538085938,4248.8461914063,4246.2822265625,4196.1538085938,3505.5129394531,4244.4873046875,4246.4101562500,4247.3076171875,4243.4614257813,4242.5639648438,4243.2050781250,,,
8.1835937500,0,4239.8715820313,4249.1025390625,4248.9741210938,4255.0000000000,4249.7436523438,4247.3076171875,4195.5126953125,3505.6411132813,4243.7177734375,4246.7949218750,4245.6411132813,4242.8203125000,4241.6665039063,4243.7177734375,4240.8974609375,4246.4101562500,,,
8.1875000000,0,4247.8203125000,4254.2309570313,4249.7436523438,4246.1538085938,4194.7436523438,3505.8974609375,4243.0771484375,4246.9228515625,4243.9741210938,4241.6665039063,4241.0258789063,4244.7436523438,4242.3076171875,4242.9487304688,4245.5126953125,4254.3588867188,,,
8.1914062500,0,4249.1025390625,4244.4873046875,4194.4873046875,3505.8974609375,4242.6923828125,4246.4101562500,4243.3334960938,4240.8974609375,4240.6411132813,4245.1284179688,4242.8203125000,4241.6665039063,4244.6152343750,4255.0000000000,4248.4614257813,4244.2309570313,,,
8.1953125000,0,4195.0000000000,3505.3845214844,4242.5639648438,4245.2563476563,4243.9741210938,4240.6411132813,4241.1538085938,4244.6152343750,4241.7949218750,4243.5898437500,4245.2563476563,4255.2563476563,4248.4614257813,4245.6411132813,4195.6411132813,3504.1025390625,,,
8.1992187500,0,4242.3076171875,4244.1025390625,4245.2563476563,4240.8974609375,4242.4360351563,4243.8461914063,4240.0000000000,4246.6665039063,4246.2822265625,4255.0000000000,4248.4614257813,4247.3076171875,4196.0258789063,3502.4357910156,4242.1796875000,4243.9741210938,,,
8.2031250000,0,4246.2822265625,4241.1538085938,4243.7177734375,4243.7177734375,4238.7177734375,4248.7177734375,4246.1538085938,4254.4873046875,4248.3334960938,4248.2050781250,4195.8974609375,3501.1538085938,4242.1796875000,4245.1284179688,4246.5385742188,4241.4101562500,,,
8.2070312500,0,4243.9741210938,4243.9741210938,4238.8461914063,4249.4873046875,4246.0258789063,4254.3588867188,4248.2050781250,4247.4360351563,4195.2563476563,3500.8974609375,4242.4360351563,4246.4101562500,4246.1538085938,4241.5385742188,4243.2050781250,4243.9741210938,,,
8.2109375000,0,4240.1284179688,4249.8715820313,4247.1796875000,4254.6152343750,4248.7177734375,4245.6411132813,4194.7436523438,3501.6667480469,4242.9487304688,4246.5385742188,4245.0000000000,4242.0512695313,4241.9228515625,4243.2050781250,4241.6665039063,4250.5126953125,,,
8.2148437500,0,4249.1025390625,4255.5126953125,4249.2309570313,4243.3334960938,4194.3588867188,3502.9487304688,4243.5898437500,4245.1284179688,4243.3334960938,4242.6923828125,4241.5385742188,4242.1796875000,4242.6923828125,4250.2563476563,4249.3588867188,4256.6665039063,,,
8.2187500000,0,4248.5898437500,4241.6665039063,4194.3588867188,3503.3332519531,4243.9741210938,4243.5898437500,4241.9228515625,4243.2050781250,4242.4360351563,4242.0512695313,4243.2050781250,4248.7177734375,4246.7949218750,4257.4360351563,4246.6665039063,4241.5385742188,,,
8.2226562500,0,4194.3588867188,3502.8205566406,4243.4614257813,4243.2050781250,4241.6665039063,4243.3334960938,4243.4614257813,4242.8203125000,4242.9487304688,4246.9228515625,4243.4614257813,4257.6923828125,4244.7436523438,4242.8203125000,4194.3588867188,3502.0512695313,,,
8.2265625000,0,4242.1796875000,4244.6152343750,4242.9487304688,4243.3334960938,4243.3334960938,4243.8461914063,4241.7949218750,4246.6665039063,4242.5639648438,4257.1796875000,4244.6152343750,4245.2563476563,4194.3588867188,3502.0512695313,4241.0258789063,4246.5385742188,,,
8.2304687500,0,4245.0000000000,4243.2050781250,4241.6665039063,4243.9741210938,4240.0000000000,4248.2050781250,4244.8715820313,4256.4101562500,4246.2822265625,4247.1796875000,4194.4873046875,3502.9487304688,4241.1538085938,4247.5639648438,4246.2822265625,4242.3076171875,,,
8.2343750000,0,4240.1284179688,4243.4614257813,4238.7177734375,4249.8715820313,4247.6923828125,4255.8974609375,4248.5898437500,4247.5639648438,4194.8715820313,3504.1025390625,4242.3076171875,4247.1796875000,4245.7690429688,4240.7690429688,4240.1284179688,4243.2050781250,,,
8.2382812500,0,4238.4614257813,4249.6152343750,4248.0771484375,4255.5126953125,4250.3847656250,4246.0258789063,4195.2563476563,3504.3588867188,4243.2050781250,4245.7690429688,4244.2309570313,4239.7436523438,4241.7949218750,4243.4614257813,4239.4873046875,4247.8203125000,,,
8.2421875000,0,4246.0258789063,4255.3847656250,4251.1538085938,4243.7177734375,4195.3847656250,3503.7180175781,4242.5639648438,4244.2309570313,4243.4614257813,4240.3847656250,4243.5898437500,4243.7177734375,4240.8974609375,4246.5385742188,4244.2309570313,4255.0000000000,,,
8.2460937500,0,4251.0258789063,4242.5639648438,4195.2563476563,3502.6923828125,4240.6411132813,4243.2050781250,4244.3588867188,4242.4360351563,4244.3588867188,4243.4614257813,4241.9228515625,4247.0512695313,4245.1284179688,4254.2309570313,4250.6411132813,4243.3334960938,,,
8.2500000000,0,4251.0258789063,4242.5639648438,4195.2563476563,3502.6923828125,4240.6411132813,4243.2050781250,4244.3588867188,4242.4360351563,4244.3588867188,4243.4614257813,4241.9228515625,4247.0512695313,4245.1284179688,4254.2309570313,4250.6411132813,4243.3334960938,,,
8.2539062500,0,4251.0258789063,4242.5639648438,4195.2563476563,3502.6923828125,4240.6411132813,4243.2050781250,4244.3588867188,4242.4360351563,4244.3588867188,4243.4614257813,4241.9228515625,4247.0512695313,4245.1284179688,4254.2309570313,4250.6411132813,4243.3334960938,,,
8.2578125000,0,4251.0258789063,4242.5639648438,4195.2563476563,3502.6923828125,4240.6411132813,4243.2050781250,4244.3588867188,4242.4360351563,4244.3588867188,4243.4614257813,4241.9228515625,4247.0512695313,4245.1284179688,4254.2309570313,4250.6411132813,4243.3334960938,,,
8.2617187500,0,4251.0258789063,4242.5639648438,4195.2563476563,3502.6923828125,4240.6411132813,4243.2050781250,4244.3588867188,4242.4360351563,4244.3588867188,4243.4614257813,4241.9228515625,4247.0512695313,4245.1284179688,4254.2309570313,4250.6411132813,4243.3334960938,,,
8.2656250000,0,4194.8715820313,3502.4357910156,4239.1025390625,4242.9487304688,4245.7690429688,4244.1025390625,4244.1025390625,4242.6923828125,4242.6923828125,4248.5898437500,4247.5639648438,4253.2050781250,4249.7436523438,4245.0000000000,4194.3588867188,3503.2050781250,,,
8.2695312500,0,4238.9741210938,4243.2050781250,4246.2822265625,4244.1025390625,4243.8461914063,4242.4360351563,4243.2050781250,4249.2309570313,4248.9741210938,4252.5639648438,4248.2050781250,4246.2822265625,4194.1025390625,3504.6154785156,4240.3847656250,4243.7177734375,,,
8.2734375000,0,4245.6411132813,4242.4360351563,4244.1025390625,4242.8203125000,4243.3334960938,4248.0771484375,4248.2050781250,4252.6923828125,4246.7949218750,4246.5385742188,4194.1025390625,3505.5129394531,4242.3076171875,4243.8461914063,4244.3588867188,4240.2563476563,,,
8.2773437500,0,4244.7436523438,4243.0771484375,4243.0771484375,4246.4101562500,4246.7949218750,4253.5898437500,4246.5385742188,4246.4101562500,4194.1025390625,3505.1281738281,4243.7177734375,4243.4614257813,4243.5898437500,4238.9741210938,4244.8715820313,4242.9487304688,,,
8.2812500000,0,4242.4360351563,4245.6411132813,4246.6665039063,4254.8715820313,4247.5639648438,4246.5385742188,4194.2309570313,3503.4614257813,4243.7177734375,4242.8203125000,4242.9487304688,4238.8461914063,4244.6152343750,4242.5639648438,4241.9228515625,4246.1538085938,,,
8.2851562500,0,4247.3076171875,4256.0258789063,4248.9741210938,4246.7949218750,4194.3588867188,3501.5385742188,4242.5639648438,4242.8203125000,4242.5639648438,4239.6152343750,4244.1025390625,4242.1796875000,4241.6665039063,4247.0512695313,4246.6665039063,4256.6665039063,,,
8.2890625000,0,4249.6152343750,4246.4101562500,4194.7436523438,3500.3845214844,4241.4101562500,4243.8461914063,4242.1796875000,4240.7690429688,4243.9741210938,4242.0512695313,4241.1538085938,4247.5639648438,4244.7436523438,4256.9228515625,4249.1025390625,4245.5126953125,,,
8.2929687500,0,4195.1284179688,3500.8974609375,4241.1538085938,4246.0258789063,4242.5639648438,4241.9228515625,4243.4614257813,4241.9228515625,4240.2563476563,4247.6923828125,4243.2050781250,4256.9228515625,4247.6923828125,4244.7436523438,4195.1284179688,3502.4357910156,,,
8.2968750000,0,4241.9228515625,4248.3334960938,4243.5898437500,4242.8203125000,4242.3076171875,4242.1796875000,4239.3588867188,4247.6923828125,4244.1025390625,4257.1796875000,4246.2822265625,4244.8715820313,4194.7436523438,3503.7180175781,4242.6923828125,4249.1025390625,,,
8.3007812500,0,4244.3588867188,4242.9487304688,4241.0258789063,4243.0771484375,4239.3588867188,4247.3076171875,4246.5385742188,4257.4360351563,4245.7690429688,4245.8974609375,4194.3588867188,3503.5898437500,4242.5639648438,4247.8203125000,4243.9741210938,4241.9228515625,,,
8.3046875000,0,4240.5126953125,4244.2309570313,4240.8974609375,4246.2822265625,4248.0771484375,4257.1796875000,4246.1538085938,4246.7949218750,4193.9741210938,3502.0512695313,4241.6665039063,4245.6411132813,4242.3076171875,4240.0000000000,4240.8974609375,4244.7436523438,,,
8.3085937500,0,4242.8203125000,4245.2563476563,4247.8203125000,4256.0258789063,4247.4360351563,4246.2822265625,4193.7177734375,3500.0000000000,4240.5126953125,4244.6152343750,4240.6411132813,4238.5898437500,4241.4101562500,4244.2309570313,4243.8461914063,4245.3847656250,,,
8.3125000000,0,4246.7949218750,4255.0000000000,4248.8461914063,4244.7436523438,4193.7177734375,3498.9743652344,4240.0000000000,4245.3847656250,4240.7690429688,4238.4614257813,4241.2822265625,4242.9487304688,4242.6923828125,4247.1796875000,4246.5385742188,4255.8974609375,,,
8.3164062500,0,4249.8715820313,4242.8203125000,4194.1025390625,3499.8718261719,4240.6411132813,4247.4360351563,4243.0771484375,4239.6152343750,4240.5126953125,4241.9228515625,4240.6411132813,4249.4873046875,4246.9228515625,4258.4614257813,4249.6152343750,4241.7949218750,,,
8.3203125000,0,4194.6152343750,3501.7949218750,4242.1796875000,4249.1025390625,4245.7690429688,4241.2822265625,4240.1284179688,4242.3076171875,4239.2309570313,4250.1284179688,4246.6665039063,4260.3847656250,4247.9487304688,4241.7949218750,4195.1284179688,3503.5898437500,,,
8.3242187500,0,4243.7177734375,4249.2309570313,4247.0512695313,4242.6923828125,4240.6411132813,4243.4614257813,4239.7436523438,4248.8461914063,4245.8974609375,4258.9741210938,4245.6411132813,4242.9487304688,4195.1284179688,3504.2307128906,4244.7436523438,4247.6923828125,,,
8.3281250000,0,4245.8974609375,4243.5898437500,4241.5385742188,4244.2309570313,4241.4101562500,4247.5639648438,4246.4101562500,4254.2309570313,4244.2309570313,4244.6152343750,4195.0000000000,3503.8461914063,4244.6152343750,4245.5126953125,4243.3334960938,4243.4614257813,,,
8.3320312500,0,4241.7949218750,4243.7177734375,4242.5639648438,4248.2050781250,4248.9741210938,4248.5898437500,4244.7436523438,4245.6411132813,4194.7436523438,3503.0769042969,4243.4614257813,4243.7177734375,4241.2822265625,4242.3076171875,4241.2822265625,4242.3076171875,,,
8.3359375000,0,4242.5639648438,4250.0000000000,4251.5385742188,4245.1284179688,4247.1796875000,4245.5126953125,4194.7436523438,3502.6923828125,4242.0512695313,4242.6923828125,4240.7690429688,4240.6411132813,4240.2563476563,4241.0258789063,4241.6665039063,4250.5126953125,,,
8.3398437500,0,4250.8974609375,4245.6411132813,4249.7436523438,4244.8715820313,4194.8715820313,3502.8205566406,4240.8974609375,4242.4360351563,4242.0512695313,4239.6152343750,4239.6152343750,4240.6411132813,4240.6411132813,4248.3334960938,4247.3076171875,4249.3588867188,,,
8.3437500000,0,4250.8974609375,4244.4873046875,4195.2563476563,3503.0769042969,4240.6411132813,4242.9487304688,4244.1025390625,4239.7436523438,4239.7436523438,4241.0258789063,4240.0000000000,4245.2563476563,4244.1025390625,4254.3588867188,4250.3847656250,4245.1284179688,,,
8.3476562500,0,4195.7690429688,3502.9487304688,4240.8974609375,4244.1025390625,4245.2563476563,4240.8974609375,4240.6411132813,4241.5385742188,4239.4873046875,4244.2309570313,4244.7436523438,4257.9487304688,4248.5898437500,4246.2822265625,4196.2822265625,3502.1794433594,,,
8.3515625000,0,4241.4101562500,4245.3847656250,4244.4873046875,4242.3076171875,4241.6665039063,4242.3076171875,4239.2309570313,4246.0258789063,4247.8203125000,4259.1025390625,4246.5385742188,4246.6665039063,4196.6665039063,3501.1538085938,4242.0512695313,4246.0258789063,,,
8.3554687500,0,4241.9228515625,4243.2050781250,4242.3076171875,4242.8203125000,4239.6152343750,4248.5898437500,4249.8715820313,4258.0771484375,4245.0000000000,4245.8974609375,4196.5385742188,3500.3845214844,4242.6923828125,4246.1538085938,4239.6152343750,4243.3334960938,,,
8.3593750000,0,4241.7949218750,4242.9487304688,4240.6411132813,4249.1025390625,4248.3334960938,4256.6665039063,4244.7436523438,4244.7436523438,4195.5126953125,3500.5129394531,4243.2050781250,4246.1538085938,4239.3588867188,4242.8203125000,4240.3847656250,4242.6923828125,,,
8.3632812500,0,4241.9228515625,4247.4360351563,4245.3847656250,4256.4101562500,4246.4101562500,4244.2309570313,4194.3588867188,3501.4101562500,4243.2050781250,4246.5385742188,4241.6665039063,4242.5639648438,4238.7177734375,4241.9228515625,4242.8203125000,4245.5126953125,,,
8.3671875000,0,4244.8715820313,4257.5639648438,4249.1025390625,4244.8715820313,4193.9741210938,3502.8205566406,4242.9487304688,4247.0512695313,4245.2563476563,4242.4360351563,4238.2050781250,4241.2822265625,4243.0771484375,4245.3847656250,4247.6923828125,4259.1025390625,,,
8.3710937500,0,4250.8974609375,4245.8974609375,4194.7436523438,3503.8461914063,4243.0771484375,4247.3076171875,4247.6923828125,4242.3076171875,4239.3588867188,4241.2822265625,4242.5639648438,4246.7949218750,4250.3847656250,4259.3588867188,4249.8715820313,4246.2822265625,,,
8.3750000000,0,4196.1538085938,3503.7180175781,4243.4614257813,4247.1796875000,4248.2050781250,4242.1796875000,4241.5385742188,4242.3076171875,4242.1796875000,4248.0771484375,4249.6152343750,4257.9487304688,4246.5385742188,4245.7690429688,4197.3076171875,3502.6923828125,,,
8.3789062500,0,4243.3334960938,4246.9228515625,4247.3076171875,4241.9228515625,4243.3334960938,4244.1025390625,4242.5639648438,4248.4614257813,4245.8974609375,4255.7690429688,4243.3334960938,4244.8715820313,4197.5639648438,3501.6667480469,4242.1796875000,4246.6665039063,,,
