Time:128Hz,Epoch,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15,Channel 16,Event Id,Event Date,Event Duration
8.2109375000,0,4433.4614257813,7323.5898437500,4859.6152343750,2538.5898437500,2195.1281738281,5593.2050781250,3873.4614257813,7764.4873046875,1862.0512695313,1502.0512695313,8087.6923828125,2834.7436523438,3736.6667480469,5041.7949218750,6011.4101562500,3436.7949218750,,,
8.2187500000,0,5171.1538085938,4154.3588867188,3837.0512695313,18.3333244324,3725.6411132813,65.2564010620,5021.1538085938,7651.6665039063,2679.8718261719,6887.5639648438,7447.0512695313,5796.4101562500,5988.4614257813,4742.9487304688,7370.7690429688,3055.1281738281,,,
8.2265625000,0,916.7948608398,1855.0000000000,2400.6411132813,580.2564086914,8002.5639648438,3067.9487304688,4622.6923828125,850.7692260742,6946.1538085938,6755.3847656250,4128.5898437500,5736.5385742188,7683.4614257813,3575.8974609375,7878.9746093750,1349.8718261719,,,
8.2343750000,0,7990.3847656250,2432.3076171875,6115.7690429688,6664.3588867188,4547.9487304688,7208.9741210938,6131.4101562500,6466.2822265625,3042.1794433594,2267.8205566406,6738.7177734375,6879.2309570313,6974.6152343750,7062.1796875000,6274.4873046875,5631.9228515625,,,
8.2421875000,0,7860.0000000000,6400.8974609375,6241.1538085938,91.9230651855,941.1538696289,5583.2050781250,234.3589630127,653.3333129883,3492.6923828125,2261.1538085938,5064.3588867188,3810.1281738281,3392.9487304688,6897.9487304688,6583.4614257813,5327.3076171875,,,
8.2500000000,0,6246.4101562500,7077.3076171875,3190.7692871094,4482.8203125000,6247.3076171875,4988.8461914063,4461.9228515625,4624.1025390625,8183.7177734375,1681.6666259766,3970.3845214844,7121.2822265625,743.7179565430,6075.0000000000,1254.7435302734,4469.6152343750,,,
8.2578125000,0,5112.9487304688,1991.1538085938,4231.9228515625,6791.6665039063,3814.2307128906,5294.7436523438,5288.8461914063,7541.1538085938,793.3333129883,1217.6922607422,2878.2050781250,3376.6667480469,4336.7949218750,5236.1538085938,3550.2563476563,6339.1025390625,,,
8.2656250000,0,4795.2563476563,1128.9743652344,4062.6923828125,5275.7690429688,3285.2563476563,557.6923217773,6502.4360351563,8136.1538085938,4306.5385742188,7597.0512695313,2553.5898437500,6077.4360351563,5643.4614257813,5483.2050781250,52.3076820374,8015.8974609375,,,
8.2734375000,0,6554.8715820313,6904.2309570313,1929.8718261719,1185.2563476563,468.8461608887,1787.8205566406,6429.6152343750,6594.7436523438,275.2564086914,4887.9487304688,1916.9230957031,1731.7949218750,5105.1284179688,4452.4360351563,8127.4360351563,4231.1538085938,,,
8.2812500000,0,4426.1538085938,2545.2563476563,1689.4871826172,3326.2819824219,1669.1025390625,6243.2050781250,1363.3333740234,5260.2563476563,6532.3076171875,4922.0512695313,3443.8461914063,1394.1025390625,975.5128173828,1018.7179565430,6547.4360351563,7537.1796875000,,,
8.2890625000,0,283.2051086426,3593.9743652344,1561.0256347656,387.9486999512,1016.2820434570,2837.1794433594,4132.4360351563,4461.5385742188,4496.9228515625,3830.3845214844,6056.4101562500,6952.4360351563,2370.0000000000,3931.9230957031,5397.5639648438,5320.1284179688,,,
8.2968750000,0,1367.6922607422,7366.4101562500,2534.2307128906,6598.4614257813,2001.5384521484,3252.3076171875,5657.4360351563,4315.1284179688,566.2820434570,7936.9228515625,527.9487304688,3281.6667480469,4381.7949218750,7989.1025390625,2880.3845214844,4303.9741210938,,,
8.3046875000,0,5199.1025390625,4235.3847656250,2830.6411132813,928.8461303711,5587.3076171875,2934.4870605469,5111.6665039063,1960.3846435547,6334.7436523438,286.1538391113,2429.8718261719,2612.0512695313,6446.6665039063,6230.1284179688,7230.6411132813,7925.5126953125,,,
8.3125000000,0,7094.2309570313,2890.8974609375,8020.1284179688,608.5897216797,6031.0258789063,6470.0000000000,4809.4873046875,2681.2819824219,692.0512695313,3705.8974609375,5423.2050781250,3760.0000000000,746.6666870117,1915.6409912109,5149.6152343750,5117.0512695313,,,
8.3203125000,0,4211.2822265625,3629.3588867188,4922.4360351563,1118.2050781250,2315.3845214844,3473.7180175781,75.7692184448,4128.5898437500,7335.5126953125,3140.7692871094,2849.7436523438,1945.5128173828,697.8204956055,3362.5642089844,6985.7690429688,2526.5385742188,,,
8.3281250000,0,3531.2819824219,722.8204956055,2716.2819824219,6781.7949218750,4743.7177734375,6748.3334960938,5100.0000000000,6829.6152343750,1287.3077392578,8226.6669921875,1222.3077392578,204.7435760498,6063.0771484375,5475.0000000000,5742.3076171875,7214.7436523438,,,
8.3359375000,0,606.4102783203,76.2820434570,3024.6154785156,6568.9741210938,3098.0769042969,2443.9743652344,3524.3588867188,5376.5385742188,6.2820425034,6291.5385742188,538.0769042969,2243.8461914063,5675.0000000000,4935.5126953125,3120.0000000000,70.2564010620,,,
8.3437500000,0,646.1538085938,4387.5639648438,6720.5126953125,771.9230957031,5299.3588867188,7550.1284179688,555.1281738281,2609.2307128906,5632.9487304688,2072.9487304688,4293.3334960938,5823.8461914063,1070.1281738281,7131.5385742188,1881.5384521484,6903.7177734375,,,
8.3515625000,0,4194.7436523438,218.7179412842,3654.6154785156,5853.8461914063,3924.3588867188,7383.4614257813,6465.7690429688,713.2051391602,7378.7177734375,6544.6152343750,2475.6411132813,2579.6154785156,1898.2050781250,214.2307586670,5658.8461914063,2195.5126953125,,,
8.3593750000,0,630.1281738281,1456.6666259766,3589.4870605469,623.0769042969,1091.9230957031,4606.9228515625,1518.4615478516,6744.4873046875,5085.8974609375,7253.9746093750,5737.5639648438,3113.9743652344,2340.0000000000,774.2307739258,3517.8205566406,618.4615478516,,,
8.3671875000,0,8045.6411132813,3795.5129394531,4627.8203125000,3789.1025390625,2448.3332519531,2065.8974609375,5087.0512695313,3627.9487304688,7561.2822265625,3933.0769042969,7535.1284179688,4661.7949218750,4606.6665039063,3124.3588867188,6295.8974609375,5721.7949218750,,,
8.3750000000,0,3731.0256347656,6743.0771484375,7767.5639648438,4760.0000000000,2846.4101562500,6221.2822265625,3080.1281738281,3405.5129394531,1664.2307128906,8207.1796875000,2282.1794433594,625.8973999023,3319.2307128906,5838.5898437500,2598.9743652344,2522.8205566406,,,
8.3828125000,0,6578.5898437500,7029.6152343750,395.7692260742,626.4102783203,7174.2309570313,6041.5385742188,1177.1794433594,2790.0000000000,1485.6409912109,3810.3845214844,5047.6923828125,6848.3334960938,4818.5898437500,7070.7690429688,4923.3334960938,2058.2050781250,,,
8.3906250000,0,5083.9741210938,5010.6411132813,2197.1794433594,643.4615478516,5289.6152343750,7571.6665039063,2463.0769042969,6710.3847656250,6654.7436523438,1458.0769042969,4035.7692871094,7808.0771484375,2592.5642089844,4274.2309570313,8350.8974609375,7569.2309570313,,,
8.3984375000,0,3162.4357910156,7690.0000000000,7396.6665039063,5229.2309570313,4060.0000000000,993.0769042969,8150.3847656250,2646.4101562500,2906.6667480469,5453.0771484375,5132.9487304688,7539.1025390625,2915.6411132813,6673.9741210938,7201.0258789063,1055.6409912109,,,
8.4062500000,0,2683.9743652344,3655.0000000000,6087.0512695313,8347.9482421875,4429.4873046875,8010.6411132813,8260.7695312500,5561.4101562500,5610.6411132813,2876.5385742188,5134.2309570313,1648.8461914063,3838.0769042969,4144.3588867188,4149.2309570313,7663.0771484375,,,
8.4140625000,0,6969.3588867188,2632.4357910156,6188.3334960938,1909.8718261719,5493.3334960938,251.5384521484,4508.4614257813,1576.4102783203,6081.9228515625,8086.2822265625,8124.2309570313,5248.7177734375,5857.5639648438,6923.8461914063,3224.7436523438,4626.2822265625,,,
8.4218750000,0,330.8974304199,7235.6411132813,6257.8203125000,6819.3588867188,3745.7692871094,5704.1025390625,7282.9487304688,389.4871826172,7663.3334960938,8173.0771484375,6428.2050781250,7436.7949218750,5464.3588867188,6976.9228515625,3477.4357910156,4569.6152343750,,,
8.4296875000,0,6062.8203125000,6665.7690429688,3659.6154785156,3057.3076171875,4271.9228515625,5865.8974609375,7630.6411132813,2034.2307128906,1903.0769042969,1027.3077392578,359.4871826172,252.9487152100,7615.5126953125,4959.3588867188,6197.6923828125,5257.3076171875,,,
8.4375000000,0,3281.2819824219,7368.3334960938,2200.7692871094,94.9999923706,6991.6665039063,3224.6154785156,4568.2050781250,8240.0000000000,5205.8974609375,3250.3845214844,1510.7691650391,726.6666870117,1905.5128173828,6922.4360351563,115.6410140991,1099.1025390625,,,
8.4453125000,0,3001.6667480469,7597.5639648438,2610.8974609375,4493.3334960938,4362.4360351563,1860.7691650391,6945.3847656250,5091.4101562500,4172.1796875000,3220.7692871094,2013.5897216797,8094.1025390625,2764.6154785156,2239.1025390625,1743.5897216797,6884.4873046875,,,
8.4531250000,0,6194.7436523438,2986.5385742188,3783.9743652344,5625.8974609375,473.0769042969,1725.8974609375,3958.3332519531,3807.4357910156,3558.2050781250,5566.9228515625,7369.3588867188,4770.1284179688,1221.9230957031,6194.1025390625,5847.1796875000,3987.4357910156,,,
8.4609375000,0,403.3333129883,6678.2050781250,3755.3845214844,4775.1284179688,6444.1025390625,3808.5898437500,3655.3845214844,4930.6411132813,6775.6411132813,7960.6411132813,3946.6667480469,3279.8718261719,8079.4873046875,6180.8974609375,4550.5126953125,1747.3077392578,,,
8.4687500000,0,4847.5639648438,646.6666870117,8160.7690429688,2110.1281738281,3515.0000000000,6840.0000000000,3656.4101562500,7365.6411132813,978.2051391602,637.3076782227,3562.4357910156,4820.6411132813,3547.5642089844,3572.8205566406,5412.8203125000,2777.6923828125,,,
8.4765625000,0,2091.5385742188,2442.6923828125,1821.6666259766,7822.1796875000,6743.9741210938,1476.5384521484,1568.7178955078,1514.6153564453,2992.9487304688,8053.4614257813,3180.7692871094,8315.3847656250,1415.0000000000,1929.1025390625,4875.7690429688,4237.3076171875,,,
8.4843750000,0,1768.9743652344,7889.4873046875,3984.6154785156,6698.9741210938,1393.0769042969,86.0256347656,3512.1794433594,2890.7692871094,8296.2822265625,5182.9487304688,3969.1025390625,1659.4871826172,1287.9487304688,1043.0769042969,3424.8718261719,7981.7949218750,,,
8.4921875000,0,2352.8205566406,4464.6152343750,7637.8203125000,1873.0769042969,3166.2819824219,292.4358825684,1401.9230957031,1677.9487304688,5264.8715820313,803.9743652344,5159.6152343750,2581.4101562500,6562.8203125000,5012.0512695313,1853.9743652344,6120.8974609375,,,
8.5000000000,0,7233.0771484375,4348.8461914063,6450.5126953125,5122.6923828125,2841.2819824219,4178.3334960938,3930.5129394531,4880.6411132813,6957.4360351563,2893.4614257813,747.4359130859,3643.8461914063,2019.3590087891,1343.9743652344,6248.9741210938,4545.3847656250,,,
8.5078125000,0,186.0256347656,4380.0000000000,4688.4614257813,5638.3334960938,7577.9487304688,653.0769042969,5764.6152343750,1383.3333740234,6468.7177734375,6805.1284179688,2281.5385742188,5781.5385742188,3065.2563476563,215.3846130371,5858.0771484375,4141.9228515625,,,
8.5156250000,0,7743.4614257813,1735.5128173828,6762.0512695313,2554.3588867188,2596.7949218750,4468.0771484375,1072.1794433594,3806.9230957031,3155.1281738281,2214.3588867188,3616.9230957031,4829.3588867188,4584.7436523438,513.4615478516,7989.2309570313,1176.6666259766,,,
8.5234375000,0,6970.6411132813,2498.0769042969,1998.0769042969,2389.6154785156,5315.6411132813,7596.7949218750,4691.4101562500,6994.1025390625,1337.0512695313,2602.9487304688,6718.5898437500,4375.1284179688,5358.4614257813,7301.9228515625,2918.5898437500,7619.4873046875,,,
8.5312500000,0,184.3589630127,4638.3334960938,3336.7949218750,5342.4360351563,4192.8203125000,2117.9487304688,2579.2307128906,1745.2563476563,7774.4873046875,4484.7436523438,7656.0258789063,2548.3332519531,1683.3333740234,7124.8715820313,542.5640869141,7158.3334960938,,,
8.5390625000,0,413.3333129883,6313.7177734375,488.7179260254,1442.1794433594,6333.0771484375,6555.8974609375,1756.2821044922,6508.7177734375,8386.6669921875,3048.8461914063,3872.8205566406,2342.3076171875,2496.7949218750,4940.0000000000,4063.9743652344,6219.6152343750,,,
8.5468750000,0,2626.6667480469,7566.4101562500,5010.7690429688,1237.0512695313,2254.1025390625,2778.5898437500,6139.7436523438,3701.4101562500,3755.5129394531,988.2051391602,5536.6665039063,575.0000000000,4107.4360351563,3244.1025390625,4634.2309570313,5481.9228515625,,,
8.5546875000,0,6910.3847656250,1394.8718261719,236.9230651855,8294.4873046875,2708.4614257813,5681.2822265625,2895.3845214844,8100.6411132813,1558.7178955078,2885.1281738281,1783.0769042969,749.3589477539,1603.7178955078,5904.8715820313,6640.7690429688,6956.5385742188,,,
8.5625000000,0,6624.8715820313,1682.0512695313,2066.0256347656,4516.5385742188,5161.6665039063,4141.6665039063,4327.9487304688,7304.2309570313,792.0512695313,878.3333129883,5919.7436523438,2311.7949218750,4.7435808182,3375.2563476563,6396.9228515625,2565.1281738281,,,
8.5703125000,0,5491.4101562500,1329.1025390625,1490.3846435547,6767.4360351563,2481.0256347656,8280.6406250000,4811.5385742188,6123.7177734375,7507.9487304688,2305.3845214844,1788.3333740234,4195.7690429688,4478.3334960938,7237.4360351563,5044.3588867188,1209.6153564453,,,
8.5781250000,0,7142.1796875000,5093.2050781250,2236.9230957031,3442.4357910156,1690.2563476563,2700.6411132813,2177.5642089844,7621.9228515625,8207.5644531250,7295.7690429688,1806.5384521484,7672.6923828125,16.9230670929,3740.7692871094,8393.9746093750,1615.2563476563,,,
8.5859375000,0,7728.0771484375,1298.8461914063,188.0769195557,2381.6667480469,2752.1794433594,2886.7949218750,1042.9487304688,3998.4614257813,5823.8461914063,3480.5129394531,7023.7177734375,2838.7180175781,1022.8204956055,782.1795043945,6678.0771484375,6776.6665039063,,,
8.5937500000,0,1654.2307128906,837.1795043945,954.3589477539,6585.7690429688,5254.4873046875,519.2307739258,6760.5126953125,2727.4357910156,5308.7177734375,1002.4359130859,4186.5385742188,2316.6667480469,2656.1538085938,927.6923217773,2161.4101562500,904.2307739258,,,
8.6015625000,0,1768.0769042969,5989.8715820313,4355.8974609375,7068.3334960938,5882.4360351563,3464.6154785156,6160.5126953125,4727.8203125000,2572.1794433594,3607.5642089844,4476.2822265625,6923.7177734375,5005.8974609375,3045.3845214844,436.6666564941,1363.7178955078,,,
8.6093750000,0,875.1281738281,6496.0258789063,1454.6153564453,3295.8974609375,1150.5128173828,1484.8718261719,8088.7177734375,7938.4614257813,595.6409912109,1303.8461914063,7402.3076171875,6652.4360351563,5363.8461914063,1190.7691650391,361.9230651855,2166.1538085938,,,
8.6171875000,0,5622.1796875000,2296.0256347656,4724.8715820313,6596.5385742188,5314.4873046875,1136.6666259766,7472.9487304688,4144.3588867188,2723.8461914063,3205.7692871094,3662.4357910156,7701.7949218750,7238.2050781250,7359.8715820313,257.9486999512,8040.2563476563,,,
8.6250000000,0,1275.5128173828,6084.6152343750,1001.1538696289,4211.6665039063,7565.2563476563,6537.1796875000,8000.2563476563,5742.1796875000,520.5128173828,2416.2819824219,3090.7692871094,4687.4360351563,1901.1538085938,501.6666564941,7394.7436523438,4807.3076171875,,,
8.6328125000,0,95.5128097534,4619.8715820313,261.4102478027,5707.1796875000,1863.8461914063,2490.3845214844,7132.0512695313,4676.5385742188,7773.7177734375,5966.7949218750,4728.4614257813,6300.8974609375,5621.0258789063,2380.7692871094,3655.7692871094,5098.3334960938,,,
8.6406250000,0,5917.3076171875,5759.4873046875,5044.2309570313,8322.8203125000,6898.9741210938,3593.2050781250,2598.4614257813,1065.0000000000,267.1794738770,3084.6154785156,2453.4614257813,7852.0512695313,3849.6154785156,2056.2819824219,1113.8461914063,7293.4614257813,,,
8.6484375000,0,4904.7436523438,8336.6669921875,5609.1025390625,6717.9487304688,1031.4102783203,7741.4101562500,6720.8974609375,1596.9230957031,2054.3588867188,1220.0000000000,3672.9487304688,53.5897331238,6670.5126953125,222.0512695313,4592.8203125000,5575.7690429688,,,
8.6562500000,0,1975.6409912109,3268.2050781250,7576.6665039063,2966.1538085938,3444.3588867188,3701.5385742188,4561.1538085938,6596.0258789063,7275.5126953125,7609.2309570313,2031.7949218750,3002.4357910156,2245.3845214844,3184.2307128906,332.5640869141,4289.2309570313,,,
8.6640625000,0,1873.0769042969,5440.5126953125,6937.1796875000,3394.4870605469,5278.7177734375,3053.4614257813,741.7948608398,4562.4360351563,6996.9228515625,6300.7690429688,8185.2563476563,2346.2819824219,1368.2050781250,562.1795043945,4111.9228515625,7595.1284179688,,,
8.6718750000,0,6365.0000000000,1190.8974609375,6591.9228515625,4430.1284179688,4641.1538085938,237.6923065186,966.4102783203,4575.7690429688,3634.8718261719,3245.8974609375,3414.1025390625,99.3589630127,4754.7436523438,4268.9741210938,7130.1284179688,6063.7177734375,,,
8.6796875000,0,3302.6923828125,1948.3333740234,7110.1284179688,4946.6665039063,5492.5639648438,3684.8718261719,1801.0256347656,5759.7436523438,424.4871826172,6463.5898437500,4417.5639648438,5225.6411132813,5038.0771484375,117.8205032349,62.4358901978,6676.5385742188,,,
8.6875000000,0,7771.1538085938,2852.6923828125,7679.3588867188,6718.9741210938,793.9743652344,7037.9487304688,4280.5126953125,1159.8718261719,7368.7177734375,1450.6409912109,1254.6153564453,5441.2822265625,8364.3593750000,1024.7435302734,2595.3845214844,5543.9741210938,,,
8.6953125000,0,2635.3845214844,1232.3077392578,5258.0771484375,2999.4870605469,6020.6411132813,2179.4870605469,4086.1538085938,2596.1538085938,1251.2821044922,4691.5385742188,5916.7949218750,8007.8203125000,4238.8461914063,3116.4101562500,3706.7949218750,632.0512695313,,,
8.7031250000,0,4112.5639648438,1951.2821044922,3797.1794433594,62.4358901978,7751.1538085938,5710.2563476563,7855.5126953125,4181.0258789063,4812.1796875000,3602.4357910156,5951.9228515625,3095.2563476563,6905.1284179688,8281.1542968750,6448.4614257813,4643.7177734375,,,
8.7109375000,0,4084.2307128906,6766.5385742188,6462.8203125000,8361.2822265625,6747.6923828125,7599.7436523438,6299.3588867188,6767.4360351563,3373.3332519531,6067.3076171875,5623.2050781250,135.5128173828,2957.0512695313,1026.1538085938,3655.7692871094,5746.4101562500,,,
8.7187500000,0,449.6153869629,7273.7177734375,6985.0000000000,288.0769042969,3491.4101562500,7123.2050781250,187.4358825684,6647.5639648438,4580.7690429688,6371.9228515625,2105.2563476563,307.4358825684,7673.8461914063,7305.1284179688,8152.4360351563,8240.5126953125,,,
8.7265625000,0,298.7179260254,5452.8203125000,7941.0258789063,6714.6152343750,2298.5898437500,4515.8974609375,8254.1025390625,3854.4870605469,2882.9487304688,6595.3847656250,5110.8974609375,5840.7690429688,2596.4101562500,2342.5642089844,1665.5128173828,3763.0769042969,,,
8.7343750000,0,3288.0769042969,7322.3076171875,6786.4101562500,6247.0512695313,2933.8461914063,113.4615325928,7265.8974609375,5864.7436523438,3220.2563476563,1823.2050781250,719.2307739258,3806.9230957031,2222.4357910156,4010.8974609375,7567.5639648438,2983.7180175781,,,
8.7421875000,0,6193.7177734375,4494.4873046875,1301.7949218750,5603.2050781250,3986.1538085938,5572.1796875000,3546.0256347656,1024.8718261719,3163.2050781250,2646.5385742188,4069.2307128906,7264.6152343750,3367.1794433594,7547.1796875000,5097.3076171875,3364.6154785156,,,
8.7500000000,0,1517.3077392578,4152.5639648438,5961.0258789063,6297.4360351563,6745.8974609375,5240.0000000000,6601.1538085938,2130.5126953125,2313.3332519531,6558.2050781250,993.0769042969,4423.3334960938,2427.4357910156,1928.8461914063,3015.1281738281,56.6666564941,,,
8.7578125000,0,4629.2309570313,8065.8974609375,6823.5898437500,5706.9228515625,6142.0512695313,6298.4614257813,6259.2309570313,1086.0256347656,6052.5639648438,1267.3077392578,3377.0512695313,8328.3330078125,7908.7177734375,7977.3076171875,2895.8974609375,2032.0512695313,,,
8.7656250000,0,5106.6665039063,3846.2819824219,890.1281738281,4369.2309570313,1541.1538085938,233.0769195557,2699.4870605469,1472.0512695313,3209.3588867188,1723.5897216797,2011.0256347656,1473.8461914063,7515.3847656250,2562.4357910156,1937.0512695313,7884.1025390625,,,
